survey_id,company_id,customer_id,survey_date,satisfaction_score,preferred_feature,purchase_factor,improvement_area,would_recommend
SRV026491,C010,CUST04247,2024-05-04,,Improved comfort,Performance,Software,Yes
SRV027772,C005,CUST00142,2024-05-04,,Better performance,Performance,Comfort,Yes
SRV020090,C009,CUST06788,2024-05-04,5.0,Improved durability,Durability,Software,No
SRV012781,C005,CUST07004,2024-05-04,,More smart features,Price,Software,Yes
SRV021917,C002,CUST06224,2024-05-04,5.0,Longer battery life,Durability,Comfort,No
SRV003683,C002,CUST04794,2024-05-04,5.0,Better software,Durability,Battery life,No
SRV017248,C006,CUST00492,2024-05-04,,Longer battery life,Design,Battery life,Yes
SRV027331,C009,CUST06590,2024-05-04,1.0,Better design,Price,Price,No
SRV024793,C004,CUST00450,2024-05-04,,Lower price,Durability,Customer support,Yes
SRV027361,C004,CUST03932,2024-05-04,,Better performance,Durability,Software,No
SRV025555,C008,CUST05609,2024-05-04,,Improved durability,Features,Battery life,Yes
SRV000769,C007,CUST00919,2024-05-04,1.0,Improved comfort,Quality,Software,No
SRV021067,C003,CUST04631,2024-05-04,,Improved comfort,Brand reputation,Performance,Yes
SRV017238,C002,CUST06870,2024-05-04,5.0,Longer battery life,Brand reputation,Performance,No
SRV016866,C007,CUST09285,2024-05-04,,Improved durability,Features,Comfort,No
SRV004000,C001,CUST05065,2024-05-04,3.0,More smart features,Quality,Software,No
SRV025358,C006,CUST06947,2024-05-04,,Better performance,Durability,Software,Yes
SRV000731,C006,CUST05336,2024-05-04,,Improved comfort,Brand reputation,Customer support,Yes
SRV021968,C005,CUST00495,2024-05-04,4.0,Better performance,Performance,Price,No
SRV026779,C001,CUST00683,2024-05-05,,More smart features,Features,Performance,Yes
SRV027498,C009,CUST05685,2024-05-05,,Better software,Customer reviews,Design,Yes
SRV017130,C001,CUST08131,2024-05-05,5.0,Better performance,Brand reputation,Software,No
SRV006585,C005,CUST05808,2024-05-05,,Better design,Durability,Software,Yes
SRV019734,C006,CUST06507,2024-05-05,5.0,Better performance,Durability,Customer support,No
SRV003671,C008,CUST04380,2024-05-05,,Better performance,Price,Battery life,Yes
SRV020770,C001,CUST04313,2024-05-05,2.0,Better design,Customer reviews,Performance,No
SRV003729,C001,CUST09095,2024-05-05,,Improved comfort,Quality,Durability,Yes
SRV025351,C010,CUST01411,2024-05-05,3.0,Lower price,Price,Comfort,No
SRV024181,C002,CUST01147,2024-05-05,,Lower price,Customer reviews,Software,Yes
SRV000389,C007,CUST03721,2024-05-05,,More smart features,Design,Durability,Yes
SRV001758,C001,CUST05981,2024-05-05,4.0,Lower price,Features,Comfort,No
SRV028251,C009,CUST02551,2024-05-05,5.0,Improved durability,Customer reviews,Durability,No
SRV011638,C010,CUST00574,2024-05-05,,Better performance,Brand reputation,Customer support,No
SRV004348,C003,CUST09696,2024-05-05,,Longer battery life,Performance,Price,Yes
SRV002142,C001,CUST00855,2024-05-05,3.0,Improved durability,Features,Price,No
SRV005552,C001,CUST09990,2024-05-05,1.0,Lower price,Design,Software,No
SRV023347,C010,CUST07145,2024-05-05,5.0,Improved durability,Performance,Software,No
SRV019989,C004,CUST01830,2024-05-05,4.0,Improved comfort,Price,Customer support,No
SRV003291,C003,CUST03251,2024-05-05,3.0,Lower price,Customer reviews,Design,No
SRV019351,C002,CUST03131,2024-05-05,1.0,Better software,Price,Comfort,No
SRV009121,C003,CUST04119,2024-05-05,,Better software,Customer reviews,Comfort,Yes
SRV004457,C003,CUST06573,2024-05-05,4.0,Improved comfort,Design,Design,No
SRV024555,C009,CUST04152,2024-05-05,,Better design,Performance,Durability,No
SRV004830,C003,CUST04664,2024-05-05,,More smart features,Quality,Durability,Yes
SRV001524,C008,CUST06095,2024-05-05,,Better software,Durability,Battery life,No
SRV011069,C010,CUST00007,2024-05-05,,Improved durability,Brand reputation,Design,No
SRV016158,C007,CUST01536,2024-05-05,2.0,Better design,Design,Battery life,No
SRV028559,C001,CUST09339,2024-05-05,,Better design,Design,Price,Yes
SRV028035,C002,CUST01779,2024-05-05,,Improved comfort,Features,Battery life,Yes
SRV029385,C010,CUST01308,2024-05-05,3.0,Longer battery life,Design,Battery life,No
SRV015279,C005,CUST02974,2024-05-05,,More smart features,Customer reviews,Customer support,No
SRV008303,C005,CUST08716,2024-05-05,5.0,Better performance,Durability,Battery life,No
SRV002685,C003,CUST00602,2024-05-05,2.0,Lower price,Brand reputation,Performance,No
SRV016416,C008,CUST01563,2024-05-06,,Better performance,Design,Battery life,Yes
SRV017592,C003,CUST07865,2024-05-06,,Improved comfort,Performance,Software,Yes
SRV019264,C006,CUST07286,2024-05-06,5.0,Lower price,Features,Durability,No
SRV027381,C001,CUST05698,2024-05-06,2.0,Better software,Customer reviews,Customer support,No
SRV026403,C001,CUST03195,2024-05-06,5.0,Better software,Performance,Price,No
SRV004747,C007,CUST09168,2024-05-06,,Better software,Customer reviews,Durability,Yes
SRV022644,C006,CUST04018,2024-05-06,,Better software,Quality,Design,No
SRV026415,C005,CUST05101,2024-05-06,,Lower price,Price,Comfort,Yes
SRV029841,C009,CUST02402,2024-05-06,,Longer battery life,Durability,Comfort,Yes
SRV018433,C001,CUST05244,2024-05-06,2.0,Better design,Customer reviews,Software,No
SRV010349,C001,CUST06053,2024-05-06,,Improved durability,Brand reputation,Comfort,Yes
SRV025063,C007,CUST06493,2024-05-06,,Better performance,Design,Software,Yes
SRV011223,C002,CUST07215,2024-05-06,4.0,Improved durability,Features,Battery life,No
SRV023901,C009,CUST03562,2024-05-06,4.0,Improved durability,Quality,Comfort,No
SRV012498,C008,CUST03392,2024-05-06,,More smart features,Design,Battery life,Yes
SRV019129,C008,CUST01422,2024-05-06,,Lower price,Design,Price,Yes
SRV021784,C007,CUST08125,2024-05-06,3.0,Lower price,Design,Software,No
SRV019619,C003,CUST06120,2024-05-06,4.0,Better software,Design,Customer support,No
SRV027715,C003,CUST08124,2024-05-06,,Longer battery life,Durability,Performance,Yes
SRV029543,C007,CUST02955,2024-05-06,,More smart features,Performance,Comfort,Yes
SRV005461,C007,CUST05931,2024-05-06,,Improved comfort,Quality,Customer support,Yes
SRV020282,C009,CUST02805,2024-05-06,1.0,Longer battery life,Performance,Design,No
SRV015536,C005,CUST05742,2024-05-06,3.0,More smart features,Customer reviews,Design,No
SRV029853,C006,CUST01948,2024-05-06,,Better design,Customer reviews,Software,Yes
SRV029821,C010,CUST02950,2024-05-06,4.0,More smart features,Durability,Battery life,No
SRV009828,C009,CUST02808,2024-05-07,2.0,More smart features,Customer reviews,Customer support,No
SRV012704,C003,CUST04617,2024-05-07,,Lower price,Performance,Price,Yes
SRV028069,C004,CUST02841,2024-05-07,,Better performance,Performance,Battery life,Yes
SRV022196,C003,CUST01023,2024-05-07,,Improved comfort,Price,Design,Yes
SRV000412,C010,CUST06597,2024-05-07,,Better software,Performance,Durability,Yes
SRV009409,C001,CUST07830,2024-05-07,,Better performance,Features,Customer support,Yes
SRV017796,C003,CUST05632,2024-05-07,3.0,Lower price,Customer reviews,Performance,No
SRV029470,C002,CUST04355,2024-05-07,5.0,Better design,Customer reviews,Price,No
SRV017190,C002,CUST01203,2024-05-07,,Longer battery life,Price,Price,Yes
SRV017004,C003,CUST07645,2024-05-07,,Better performance,Durability,Battery life,Yes
SRV000901,C005,CUST07300,2024-05-07,,Improved comfort,Durability,Software,Yes
SRV014606,C009,CUST09498,2024-05-07,3.0,Longer battery life,Durability,Performance,No
SRV000113,C008,CUST03285,2024-05-07,,Improved durability,Customer reviews,Battery life,Yes
SRV007698,C010,CUST03608,2024-05-07,1.0,Improved durability,Customer reviews,Price,No
SRV010564,C003,CUST00918,2024-05-07,,Improved durability,Design,Software,Yes
SRV006545,C010,CUST09035,2024-05-07,,Improved durability,Durability,Customer support,Yes
SRV024208,C010,CUST06972,2024-05-07,,Better software,Performance,Battery life,No
SRV004208,C002,CUST06396,2024-05-07,5.0,Improved comfort,Price,Design,No
SRV028266,C009,CUST01720,2024-05-07,2.0,Better design,Features,Battery life,No
SRV008420,C001,CUST01704,2024-05-07,,Longer battery life,Performance,Customer support,Yes
SRV009643,C001,CUST06501,2024-05-07,1.0,Longer battery life,Features,Price,No
SRV013705,C004,CUST01727,2024-05-07,,Longer battery life,Design,Durability,No
SRV002656,C003,CUST00041,2024-05-07,,Improved comfort,Brand reputation,Battery life,Yes
SRV016391,C003,CUST04916,2024-05-07,,More smart features,Features,Performance,Yes
SRV023214,C001,CUST07640,2024-05-07,1.0,Improved durability,Price,Durability,No
SRV004340,C010,CUST05780,2024-05-07,1.0,Improved comfort,Price,Performance,No
SRV027972,C004,CUST06817,2024-05-07,,Improved durability,Price,Software,No
SRV023556,C002,CUST02789,2024-05-07,5.0,Improved durability,Quality,Durability,No
SRV022779,C003,CUST00080,2024-05-08,1.0,Better software,Brand reputation,Battery life,No
SRV023410,C008,CUST07361,2024-05-08,,Better performance,Quality,Customer support,No
SRV021160,C009,CUST01996,2024-05-08,,Improved comfort,Features,Design,Yes
SRV004225,C008,CUST08635,2024-05-08,4.0,Better performance,Design,Price,No
SRV004880,C008,CUST04587,2024-05-08,5.0,Better performance,Performance,Comfort,No
SRV013730,C005,CUST06343,2024-05-08,3.0,Better design,Features,Battery life,No
SRV012170,C006,CUST04036,2024-05-08,,Better design,Durability,Software,Yes
SRV023418,C002,CUST00364,2024-05-08,,More smart features,Quality,Durability,Yes
SRV016096,C010,CUST07327,2024-05-08,1.0,Lower price,Durability,Durability,No
SRV021136,C005,CUST06255,2024-05-08,,Improved durability,Price,Durability,Yes
SRV009486,C007,CUST09006,2024-05-08,5.0,Lower price,Features,Design,No
SRV019227,C003,CUST01694,2024-05-08,3.0,Better performance,Performance,Durability,No
SRV006696,C007,CUST02360,2024-05-08,4.0,Improved comfort,Features,Software,No
SRV012745,C001,CUST07084,2024-05-08,1.0,Better design,Design,Design,No
SRV028017,C010,CUST03817,2024-05-08,,Improved comfort,Brand reputation,Customer support,No
SRV008697,C007,CUST04004,2024-05-08,,Improved durability,Price,Design,Yes
SRV027474,C002,CUST04641,2024-05-08,2.0,Longer battery life,Design,Software,No
SRV013553,C004,CUST07754,2024-05-08,5.0,Longer battery life,Quality,Customer support,No
SRV028111,C009,CUST01832,2024-05-08,,Longer battery life,Durability,Customer support,No
SRV004375,C008,CUST01056,2024-05-08,,Improved comfort,Durability,Durability,Yes
SRV023810,C010,CUST02734,2024-05-08,3.0,Better design,Brand reputation,Software,No
SRV006110,C008,CUST08133,2024-05-08,1.0,Better software,Performance,Software,No
SRV022194,C005,CUST08226,2024-05-08,,Better performance,Customer reviews,Price,Yes
SRV014405,C007,CUST08059,2024-05-08,1.0,Improved durability,Brand reputation,Battery life,No
SRV021012,C008,CUST09607,2024-05-08,,More smart features,Price,Durability,No
SRV005587,C006,CUST08590,2024-05-09,1.0,Longer battery life,Customer reviews,Software,No
SRV003232,C002,CUST01893,2024-05-09,,Lower price,Brand reputation,Comfort,Yes
SRV006308,C004,CUST01478,2024-05-09,,More smart features,Durability,Durability,No
SRV010044,C004,CUST07753,2024-05-09,,Longer battery life,Quality,Performance,Yes
SRV012670,C008,CUST02533,2024-05-09,4.0,Better software,Quality,Performance,No
SRV002806,C002,CUST05042,2024-05-09,,Improved comfort,Design,Price,Yes
SRV007205,C007,CUST09475,2024-05-09,2.0,Improved durability,Performance,Battery life,No
SRV025802,C010,CUST07934,2024-05-09,,Improved comfort,Design,Customer support,Yes
SRV020099,C008,CUST00747,2024-05-09,,Improved comfort,Features,Durability,Yes
SRV010394,C009,CUST04925,2024-05-09,5.0,Better software,Features,Design,No
SRV007926,C006,CUST08883,2024-05-09,4.0,Better design,Performance,Durability,No
SRV015657,C002,CUST05294,2024-05-09,,Better performance,Customer reviews,Durability,No
SRV026199,C004,CUST00667,2024-05-09,1.0,More smart features,Quality,Comfort,No
SRV022821,C008,CUST02896,2024-05-09,5.0,Improved durability,Features,Price,No
SRV011346,C005,CUST09902,2024-05-09,1.0,Better performance,Quality,Performance,No
SRV011257,C001,CUST06243,2024-05-09,,Improved durability,Features,Design,Yes
SRV020381,C002,CUST04886,2024-05-09,,Improved durability,Customer reviews,Price,Yes
SRV007217,C004,CUST05736,2024-05-09,2.0,Improved comfort,Performance,Durability,No
SRV017506,C007,CUST06293,2024-05-09,,Lower price,Features,Durability,Yes
SRV020502,C007,CUST02683,2024-05-10,4.0,Improved durability,Features,Battery life,No
SRV029082,C001,CUST03988,2024-05-10,2.0,Improved comfort,Price,Price,No
SRV008349,C007,CUST09052,2024-05-10,,Lower price,Performance,Performance,Yes
SRV020444,C009,CUST06748,2024-05-10,5.0,Better software,Durability,Software,No
SRV009516,C002,CUST05614,2024-05-10,5.0,Better software,Brand reputation,Price,No
SRV013031,C004,CUST08405,2024-05-10,,Improved durability,Price,Performance,Yes
SRV010552,C003,CUST02323,2024-05-10,2.0,Better software,Price,Design,No
SRV002837,C007,CUST05119,2024-05-10,5.0,Longer battery life,Customer reviews,Comfort,No
SRV020712,C005,CUST06608,2024-05-10,,Improved comfort,Design,Software,Yes
SRV009179,C006,CUST06828,2024-05-10,,Better software,Performance,Software,Yes
SRV001021,C009,CUST05507,2024-05-10,,Better design,Performance,Design,Yes
SRV009154,C006,CUST09994,2024-05-10,4.0,Longer battery life,Price,Design,No
SRV004442,C003,CUST07280,2024-05-10,2.0,More smart features,Durability,Durability,No
SRV004523,C006,CUST08523,2024-05-10,,Better performance,Brand reputation,Price,No
SRV024063,C010,CUST07325,2024-05-10,,More smart features,Price,Software,Yes
SRV017769,C003,CUST06857,2024-05-10,1.0,Better performance,Performance,Price,No
SRV024602,C009,CUST09400,2024-05-10,3.0,More smart features,Performance,Software,No
SRV012224,C001,CUST09048,2024-05-10,1.0,Better design,Price,Customer support,No
SRV022615,C007,CUST01329,2024-05-10,2.0,Better design,Brand reputation,Performance,No
SRV005953,C010,CUST02577,2024-05-10,,Improved durability,Price,Design,Yes
SRV006167,C008,CUST01480,2024-05-10,,Lower price,Features,Design,Yes
SRV023146,C009,CUST02835,2024-05-10,5.0,Better design,Durability,Price,No
SRV011210,C003,CUST08614,2024-05-10,,Improved comfort,Performance,Durability,Yes
SRV018254,C003,CUST07280,2024-05-10,,Improved durability,Design,Performance,No
SRV003200,C004,CUST01691,2024-05-10,,Improved comfort,Durability,Battery life,No
SRV014283,C004,CUST00820,2024-05-10,1.0,Better performance,Durability,Performance,No
SRV021248,C001,CUST08275,2024-05-11,3.0,Better performance,Performance,Battery life,No
SRV004675,C003,CUST07163,2024-05-11,1.0,Improved durability,Durability,Price,No
SRV011448,C005,CUST03250,2024-05-11,4.0,Better design,Performance,Durability,No
SRV006345,C004,CUST03816,2024-05-11,,More smart features,Performance,Customer support,Yes
SRV025370,C005,CUST00902,2024-05-11,,Better performance,Brand reputation,Durability,Yes
SRV003698,C003,CUST03205,2024-05-11,,Improved comfort,Customer reviews,Performance,Yes
SRV019501,C009,CUST00305,2024-05-11,,Better software,Features,Price,Yes
SRV014143,C003,CUST02421,2024-05-11,4.0,Lower price,Customer reviews,Customer support,No
SRV001463,C002,CUST01147,2024-05-11,,Improved comfort,Customer reviews,Software,Yes
SRV008519,C010,CUST09819,2024-05-11,2.0,Better performance,Performance,Durability,No
SRV005407,C003,CUST06897,2024-05-11,,More smart features,Durability,Performance,Yes
SRV003509,C003,CUST02822,2024-05-11,5.0,Improved durability,Performance,Comfort,No
SRV023769,C010,CUST07206,2024-05-11,2.0,Better software,Performance,Battery life,No
SRV006155,C009,CUST03057,2024-05-11,3.0,More smart features,Customer reviews,Battery life,No
SRV017762,C005,CUST08386,2024-05-11,,Better software,Performance,Price,Yes
SRV002796,C004,CUST09492,2024-05-11,3.0,Better performance,Brand reputation,Durability,No
SRV021997,C008,CUST04304,2024-05-11,4.0,Better design,Brand reputation,Durability,No
SRV009012,C002,CUST08569,2024-05-11,,Better design,Price,Price,Yes
SRV010097,C003,CUST01722,2024-05-11,,Longer battery life,Performance,Software,Yes
SRV027572,C006,CUST07318,2024-05-11,,Longer battery life,Quality,Durability,Yes
SRV019599,C010,CUST06515,2024-05-11,3.0,Longer battery life,Price,Design,No
SRV003102,C005,CUST03668,2024-05-11,,Lower price,Durability,Durability,No
SRV000329,C003,CUST01397,2024-05-11,1.0,Better performance,Features,Battery life,No
SRV020681,C004,CUST02261,2024-05-11,2.0,Improved comfort,Features,Durability,No
SRV029546,C005,CUST09578,2024-05-11,,Improved comfort,Design,Battery life,No
SRV004588,C010,CUST05271,2024-05-11,,Lower price,Performance,Battery life,Yes
SRV017402,C007,CUST09772,2024-05-11,1.0,Improved comfort,Price,Customer support,No
SRV003387,C004,CUST09107,2024-05-11,5.0,Lower price,Customer reviews,Software,No
SRV009265,C006,CUST00340,2024-05-11,2.0,Better software,Design,Performance,No
SRV005740,C007,CUST05949,2024-05-12,5.0,Improved durability,Brand reputation,Durability,No
SRV002196,C001,CUST03260,2024-05-12,3.0,More smart features,Customer reviews,Customer support,No
SRV012302,C009,CUST08757,2024-05-12,,Better design,Performance,Software,Yes
SRV019497,C005,CUST09769,2024-05-12,3.0,Improved durability,Performance,Battery life,No
SRV022160,C001,CUST04065,2024-05-12,,More smart features,Durability,Battery life,Yes
SRV021478,C004,CUST07889,2024-05-12,4.0,More smart features,Customer reviews,Durability,No
SRV023476,C006,CUST08805,2024-05-12,,Longer battery life,Customer reviews,Software,Yes
SRV016882,C003,CUST00115,2024-05-12,,Improved durability,Quality,Design,Yes
SRV014320,C010,CUST03624,2024-05-12,,Lower price,Customer reviews,Price,Yes
SRV005388,C007,CUST05407,2024-05-12,,Better software,Quality,Comfort,No
SRV000103,C009,CUST06082,2024-05-12,2.0,Lower price,Quality,Battery life,No
SRV017206,C001,CUST08236,2024-05-12,,Better design,Features,Durability,No
SRV028021,C001,CUST03887,2024-05-12,4.0,Better performance,Customer reviews,Battery life,No
SRV014995,C010,CUST05476,2024-05-12,5.0,Better design,Quality,Design,No
SRV012756,C008,CUST00841,2024-05-12,4.0,Longer battery life,Price,Battery life,No
SRV018710,C007,CUST04636,2024-05-12,,Lower price,Performance,Design,Yes
SRV018498,C001,CUST00625,2024-05-12,3.0,Improved comfort,Design,Battery life,No
SRV021445,C007,CUST03894,2024-05-12,,More smart features,Performance,Price,Yes
SRV006202,C008,CUST01368,2024-05-12,,Better performance,Customer reviews,Software,Yes
SRV025838,C007,CUST07639,2024-05-12,,Better design,Price,Durability,Yes
SRV019249,C003,CUST09841,2024-05-12,3.0,Longer battery life,Design,Performance,No
SRV026901,C001,CUST08485,2024-05-12,,Improved comfort,Brand reputation,Price,No
SRV019997,C004,CUST00923,2024-05-12,1.0,Better performance,Durability,Price,No
SRV024342,C005,CUST03284,2024-05-12,,Improved durability,Customer reviews,Software,Yes
SRV026706,C004,CUST07486,2024-05-12,2.0,Improved durability,Price,Software,No
SRV016922,C007,CUST09133,2024-05-12,,Lower price,Brand reputation,Battery life,Yes
SRV002152,C009,CUST04125,2024-05-12,,Better design,Design,Performance,Yes
SRV021365,C009,CUST00048,2024-05-12,5.0,Better performance,Durability,Price,No
SRV020234,C002,CUST05508,2024-05-12,2.0,Lower price,Features,Software,No
SRV017492,C006,CUST05040,2024-05-12,5.0,More smart features,Brand reputation,Software,No
SRV005430,C005,CUST05167,2024-05-13,3.0,Longer battery life,Customer reviews,Customer support,No
SRV009997,C008,CUST02065,2024-05-13,,Better software,Customer reviews,Price,Yes
SRV003360,C003,CUST02712,2024-05-13,,Better software,Customer reviews,Customer support,Yes
SRV028447,C007,CUST09793,2024-05-13,,Better software,Performance,Battery life,No
SRV017987,C003,CUST05960,2024-05-13,4.0,Longer battery life,Customer reviews,Design,No
SRV024605,C004,CUST09779,2024-05-13,,Longer battery life,Durability,Comfort,Yes
SRV013116,C005,CUST02516,2024-05-13,3.0,Longer battery life,Brand reputation,Design,No
SRV007350,C008,CUST03681,2024-05-13,1.0,Improved comfort,Customer reviews,Customer support,No
SRV008743,C007,CUST01542,2024-05-13,,Better performance,Design,Customer support,No
SRV002077,C004,CUST00697,2024-05-13,5.0,More smart features,Performance,Customer support,No
SRV021491,C004,CUST05434,2024-05-13,2.0,Better performance,Brand reputation,Design,No
SRV004403,C004,CUST06115,2024-05-13,2.0,Better design,Brand reputation,Software,No
SRV017473,C002,CUST03735,2024-05-13,2.0,Better design,Performance,Price,No
SRV011399,C001,CUST03012,2024-05-13,,More smart features,Performance,Durability,Yes
SRV004483,C003,CUST08105,2024-05-13,,Longer battery life,Quality,Price,Yes
SRV029315,C003,CUST08172,2024-05-13,1.0,More smart features,Customer reviews,Software,No
SRV027721,C005,CUST01753,2024-05-13,4.0,Better design,Brand reputation,Software,No
SRV027762,C005,CUST01674,2024-05-13,1.0,Longer battery life,Performance,Price,No
SRV027497,C010,CUST06011,2024-05-13,,Improved durability,Durability,Software,Yes
SRV000405,C007,CUST02434,2024-05-13,4.0,Lower price,Quality,Battery life,No
SRV019282,C006,CUST05817,2024-05-13,5.0,Improved comfort,Quality,Software,No
SRV019215,C007,CUST05210,2024-05-13,,Improved comfort,Customer reviews,Performance,No
SRV019390,C004,CUST05235,2024-05-13,,Better software,Customer reviews,Customer support,Yes
SRV023637,C010,CUST01485,2024-05-13,1.0,Improved durability,Performance,Design,No
SRV010584,C004,CUST04377,2024-05-13,3.0,Lower price,Price,Software,No
SRV023636,C006,CUST02453,2024-05-13,,Better performance,Design,Battery life,Yes
SRV015339,C009,CUST03063,2024-05-13,2.0,Lower price,Performance,Design,No
SRV000150,C003,CUST07556,2024-05-14,,Improved comfort,Durability,Comfort,Yes
SRV004026,C009,CUST06316,2024-05-14,,Lower price,Durability,Customer support,Yes
SRV011146,C009,CUST00613,2024-05-14,,Lower price,Design,Software,Yes
SRV024403,C010,CUST04843,2024-05-14,,Better software,Brand reputation,Performance,No
SRV023705,C005,CUST03652,2024-05-14,,Improved durability,Quality,Comfort,Yes
SRV025311,C003,CUST01076,2024-05-14,,More smart features,Features,Design,Yes
SRV023692,C002,CUST06510,2024-05-14,1.0,Improved durability,Brand reputation,Battery life,No
SRV021657,C001,CUST09609,2024-05-14,1.0,Better design,Customer reviews,Battery life,No
SRV007603,C004,CUST09239,2024-05-14,1.0,Lower price,Durability,Design,No
SRV029062,C001,CUST06945,2024-05-14,,Improved durability,Performance,Customer support,Yes
SRV015091,C006,CUST05997,2024-05-14,,Better software,Performance,Battery life,No
SRV012248,C004,CUST00029,2024-05-14,,Improved durability,Customer reviews,Battery life,Yes
SRV002544,C003,CUST04618,2024-05-14,,Better design,Features,Customer support,Yes
SRV013673,C010,CUST07234,2024-05-14,,Longer battery life,Brand reputation,Performance,Yes
SRV002587,C008,CUST05433,2024-05-14,2.0,Improved durability,Price,Durability,No
SRV000448,C008,CUST04238,2024-05-14,,Improved comfort,Brand reputation,Price,Yes
SRV006742,C001,CUST00004,2024-05-14,1.0,More smart features,Price,Durability,No
SRV028042,C002,CUST06769,2024-05-14,,Improved comfort,Price,Comfort,Yes
SRV027160,C001,CUST01102,2024-05-14,,Better performance,Durability,Customer support,No
SRV002111,C004,CUST08218,2024-05-14,,Improved durability,Price,Performance,Yes
SRV002173,C004,CUST08047,2024-05-14,,Improved durability,Customer reviews,Performance,Yes
SRV009719,C007,CUST02984,2024-05-14,,Improved comfort,Performance,Comfort,Yes
SRV004230,C009,CUST00516,2024-05-14,,Improved durability,Durability,Durability,Yes
SRV026099,C003,CUST09617,2024-05-14,5.0,Lower price,Customer reviews,Comfort,No
SRV017372,C003,CUST09851,2024-05-14,,Better software,Brand reputation,Battery life,Yes
SRV020301,C003,CUST05925,2024-05-14,4.0,Better performance,Quality,Durability,No
SRV010794,C005,CUST05732,2024-05-14,,Lower price,Price,Durability,Yes
SRV020272,C002,CUST07803,2024-05-14,3.0,Longer battery life,Durability,Battery life,No
SRV029699,C004,CUST05866,2024-05-14,2.0,Improved durability,Design,Customer support,No
SRV027283,C007,CUST01542,2024-05-14,,Improved durability,Price,Design,Yes
SRV007841,C005,CUST05823,2024-05-14,4.0,Improved durability,Performance,Durability,No
SRV021326,C004,CUST05374,2024-05-14,,Longer battery life,Features,Software,Yes
SRV022741,C009,CUST02097,2024-05-14,,Improved comfort,Customer reviews,Comfort,Yes
SRV019917,C007,CUST09368,2024-05-14,4.0,Better performance,Customer reviews,Comfort,No
SRV015360,C002,CUST07374,2024-05-15,,Better design,Quality,Durability,Yes
SRV013877,C003,CUST00899,2024-05-15,4.0,Improved durability,Features,Price,No
SRV012682,C003,CUST03235,2024-05-15,,Better software,Durability,Customer support,Yes
SRV020794,C006,CUST07613,2024-05-15,,Improved comfort,Customer reviews,Design,No
SRV022423,C009,CUST09676,2024-05-15,,Improved durability,Price,Customer support,Yes
SRV005919,C002,CUST00005,2024-05-15,1.0,Lower price,Performance,Price,No
SRV007722,C007,CUST03162,2024-05-15,1.0,More smart features,Quality,Price,No
SRV023264,C006,CUST04157,2024-05-15,,Improved comfort,Performance,Customer support,No
SRV002969,C002,CUST06376,2024-05-15,,Better design,Performance,Software,Yes
SRV013432,C010,CUST09088,2024-05-15,,Better performance,Price,Customer support,No
SRV016924,C006,CUST03390,2024-05-15,5.0,Better design,Brand reputation,Software,No
SRV020438,C002,CUST03236,2024-05-15,,Improved comfort,Design,Design,Yes
SRV015600,C001,CUST01700,2024-05-15,,Improved durability,Brand reputation,Customer support,Yes
SRV027385,C003,CUST02816,2024-05-15,,Improved comfort,Price,Durability,No
SRV021059,C006,CUST05839,2024-05-15,1.0,Improved comfort,Price,Battery life,No
SRV021037,C006,CUST09422,2024-05-15,,Better design,Design,Design,Yes
SRV012310,C002,CUST00799,2024-05-15,,Better design,Features,Comfort,Yes
SRV002738,C002,CUST04013,2024-05-15,,Improved comfort,Customer reviews,Battery life,Yes
SRV017032,C005,CUST01753,2024-05-15,,Better software,Design,Battery life,No
SRV025075,C002,CUST09172,2024-05-15,5.0,Improved durability,Price,Price,No
SRV027145,C006,CUST05522,2024-05-15,,Longer battery life,Performance,Performance,Yes
SRV024654,C005,CUST05716,2024-05-15,1.0,Improved durability,Design,Price,No
SRV014506,C003,CUST03405,2024-05-15,2.0,Longer battery life,Design,Battery life,No
SRV004956,C006,CUST06472,2024-05-15,4.0,Better performance,Performance,Price,No
SRV007693,C003,CUST02547,2024-05-15,,Longer battery life,Performance,Software,Yes
SRV024480,C004,CUST00470,2024-05-15,2.0,Better performance,Performance,Software,No
SRV016778,C004,CUST08666,2024-05-15,3.0,Lower price,Price,Durability,No
SRV024975,C008,CUST01946,2024-05-15,1.0,Better design,Design,Durability,No
SRV026043,C006,CUST03140,2024-05-15,3.0,Lower price,Features,Durability,No
SRV025481,C006,CUST05105,2024-05-15,1.0,Lower price,Quality,Price,No
SRV012768,C005,CUST01828,2024-05-15,,Improved durability,Durability,Customer support,Yes
SRV004738,C001,CUST08008,2024-05-15,4.0,Better performance,Quality,Design,No
SRV026391,C002,CUST08678,2024-05-15,1.0,Better software,Brand reputation,Battery life,No
SRV025128,C005,CUST01501,2024-05-15,,Longer battery life,Design,Design,No
SRV027364,C009,CUST01338,2024-05-15,,Improved comfort,Durability,Performance,Yes
SRV016250,C010,CUST09078,2024-05-15,,Lower price,Quality,Battery life,No
SRV014221,C006,CUST04774,2024-05-16,,Improved durability,Durability,Comfort,Yes
SRV007907,C002,CUST05165,2024-05-16,2.0,Improved durability,Customer reviews,Performance,No
SRV023157,C008,CUST06312,2024-05-16,2.0,Longer battery life,Brand reputation,Price,No
SRV023278,C010,CUST01983,2024-05-16,2.0,Improved durability,Performance,Design,No
SRV007000,C005,CUST01959,2024-05-16,2.0,Lower price,Design,Software,No
SRV023274,C003,CUST06723,2024-05-16,,Better performance,Design,Software,Yes
SRV025575,C001,CUST00312,2024-05-16,,Improved durability,Durability,Customer support,Yes
