customer_id,company_id,age_group,gender,location,income_segment,customer_segment,registration_date,loyalty_level
CUST05216,C003,26-35,Other,Canada,Premium,Budget Buyer,2021-08-01,New
CUST05217,C001,36-45,Other,USA,Medium,Technology Enthusiast,2021-03-15,VIP
CUST05218,C002,56+,Female,India,High,Value Seeker,2026-04-06,VIP
CUST05219,C005,18-25,Male,Singapore,Low,Premium Customer,2026-03-18,Regular
CUST05220,C001,56+,Male,Japan,Low,Young Professional,2020-02-28,New
CUST05221,C009,36-45,Male,Germany,Medium,Young Professional,2021-05-09,New
CUST05222,C006,56+,Other,USA,Low,Young Professional,2020-05-16,VIP
CUST05223,C004,56+,Other,Singapore,Low,Value Seeker,2023-10-29,New
CUST05224,C004,18-25,Female,Singapore,High,Premium Customer,2020-10-07,New
CUST05225,C003,26-35,Female,Singapore,Premium,Premium Customer,2020-11-03,Loyal
CUST05226,C003,18-25,Male,Japan,Medium,Premium Customer,2025-09-02,Regular
CUST05227,C001,36-45,Other,Canada,High,Technology Enthusiast,2025-02-15,New
CUST05228,C003,18-25,Other,UK,Low,Value Seeker,2024-05-11,Regular
CUST05229,C002,46-55,Female,Singapore,High,Premium Customer,2022-11-29,New
CUST05230,C007,36-45,Female,USA,Medium,Budget Buyer,2024-05-19,Loyal
CUST05231,C010,18-25,Female,Germany,Premium,Young Professional,2023-11-15,New
CUST05232,C007,36-45,Male,Singapore,Medium,Technology Enthusiast,2023-01-13,Loyal
CUST05233,C004,26-35,Male,India,Premium,Value Seeker,2021-06-17,Loyal
CUST05234,C009,46-55,Female,USA,Medium,Premium Customer,2025-06-26,New
CUST05235,C004,36-45,Female,South Korea,High,Young Professional,2026-05-17,VIP
CUST05236,C002,18-25,Other,Japan,Medium,Technology Enthusiast,2025-08-26,Regular
CUST05237,C005,56+,Male,Japan,High,Young Professional,2020-05-28,Regular
CUST05238,C008,56+,Female,USA,Medium,Budget Buyer,2025-10-10,VIP
CUST05239,C010,36-45,Female,Germany,Medium,Young Professional,2024-04-18,VIP
CUST05240,C003,46-55,Other,UK,Medium,Value Seeker,2025-02-20,VIP
CUST05241,C009,18-25,Male,South Korea,High,Value Seeker,2022-08-24,Loyal
CUST05242,C002,26-35,Other,Japan,High,Premium Customer,2025-12-20,New
CUST05243,C003,56+,Male,USA,Premium,Premium Customer,2021-07-03,New
CUST05244,C001,26-35,Other,Canada,High,Budget Buyer,2024-09-18,Regular
CUST05245,C007,36-45,Female,South Korea,Medium,Young Professional,2026-05-29,Regular
CUST05246,C005,36-45,Other,Germany,Low,Budget Buyer,2021-01-26,Regular
CUST05247,C003,18-25,Other,Singapore,Premium,Premium Customer,2022-09-03,New
CUST05248,C007,46-55,Other,Canada,Premium,Premium Customer,2024-09-24,Regular
CUST05249,C001,18-25,Other,India,High,Budget Buyer,2021-02-03,Regular
CUST05250,C009,26-35,Other,South Korea,Medium,Premium Customer,2022-10-22,New
CUST05251,C002,46-55,Female,South Korea,High,Value Seeker,2026-02-15,Regular
CUST05252,C005,26-35,Female,Germany,Medium,Technology Enthusiast,2021-08-06,Regular
CUST05253,C003,26-35,Female,South Korea,Premium,Premium Customer,2022-12-16,Regular
CUST05254,C008,36-45,Female,South Korea,High,Budget Buyer,2025-02-11,Regular
CUST05255,C002,56+,Female,UK,Low,Budget Buyer,2025-11-04,Loyal
CUST05256,C009,46-55,Male,Germany,Premium,Value Seeker,2023-06-19,Regular
CUST05257,C010,56+,Female,Canada,Medium,Budget Buyer,2024-06-10,Loyal
CUST05258,C008,56+,Other,Germany,High,Technology Enthusiast,2023-09-18,Loyal
CUST05259,C008,18-25,Female,Germany,Medium,Technology Enthusiast,2025-04-28,Loyal
CUST05260,C004,18-25,Male,Japan,High,Premium Customer,2021-06-19,New
CUST05261,C007,56+,Female,Singapore,Premium,Premium Customer,2025-04-26,New
CUST05262,C009,56+,Female,Germany,Premium,Budget Buyer,2026-05-21,Regular
CUST05263,C010,56+,Other,Canada,High,Technology Enthusiast,2023-08-26,Regular
CUST05264,C002,56+,Female,South Korea,Medium,Value Seeker,2021-04-15,Loyal
CUST05265,C001,56+,Female,South Korea,Medium,Premium Customer,2020-12-23,VIP
CUST05266,C010,26-35,Female,Germany,Premium,Young Professional,2024-09-26,Loyal
CUST05267,C010,46-55,Other,USA,Premium,Technology Enthusiast,2025-07-14,Regular
CUST05268,C003,18-25,Other,USA,Low,Budget Buyer,2020-03-24,New
CUST05269,C005,56+,Female,Singapore,Low,Premium Customer,2021-12-29,Regular
CUST05270,C006,36-45,Female,Japan,High,Budget Buyer,2020-12-17,Loyal
CUST05271,C010,56+,Other,Singapore,Premium,Budget Buyer,2020-06-24,New
CUST05272,C009,18-25,Other,Canada,High,Technology Enthusiast,2020-02-02,VIP
CUST05273,C003,26-35,Other,UK,Premium,Young Professional,2023-01-22,VIP
CUST05274,C007,26-35,Other,Canada,Medium,Budget Buyer,2023-12-02,Loyal
CUST05275,C002,18-25,Other,South Korea,Medium,Young Professional,2025-02-13,New
CUST05276,C003,36-45,Male,Germany,High,Value Seeker,2022-06-08,VIP
CUST05277,C008,46-55,Other,South Korea,Premium,Premium Customer,2024-03-08,Regular
CUST05278,C005,46-55,Female,South Korea,High,Budget Buyer,2021-06-16,Regular
CUST05279,C002,36-45,Other,South Korea,Low,Young Professional,2020-02-07,New
CUST05280,C008,18-25,Other,UK,Low,Premium Customer,2025-05-09,New
CUST05281,C010,46-55,Female,Singapore,Premium,Premium Customer,2020-05-24,VIP
CUST05282,C005,26-35,Other,USA,Premium,Budget Buyer,2025-04-27,Regular
CUST05283,C005,36-45,Female,Singapore,Medium,Budget Buyer,2022-08-01,Regular
CUST05284,C003,26-35,Female,Japan,Medium,Young Professional,2023-11-27,Loyal
CUST05285,C009,46-55,Female,Germany,High,Budget Buyer,2024-12-29,VIP
CUST05286,C009,18-25,Other,South Korea,Medium,Technology Enthusiast,2021-01-18,Regular
CUST05287,C010,46-55,Female,Canada,Premium,Budget Buyer,2023-05-03,Regular
CUST05288,C007,36-45,Other,Germany,Premium,Value Seeker,2020-12-27,New
CUST05289,C010,26-35,Female,Japan,Premium,Young Professional,2024-06-05,Loyal
CUST05290,C004,18-25,Other,Japan,Low,Technology Enthusiast,2026-07-04,Loyal
CUST05291,C007,26-35,Male,India,Premium,Value Seeker,2024-06-30,VIP
CUST05292,C003,18-25,Female,USA,Premium,Young Professional,2021-04-28,New
CUST05293,C008,46-55,Other,India,High,Technology Enthusiast,2025-09-21,New
CUST05294,C002,36-45,Male,South Korea,Medium,Technology Enthusiast,2022-04-17,VIP
CUST05295,C006,46-55,Other,UK,High,Technology Enthusiast,2021-10-17,VIP
CUST05296,C008,46-55,Other,India,High,Young Professional,2025-03-02,Loyal
CUST05297,C009,18-25,Female,USA,Medium,Technology Enthusiast,2026-07-23,VIP
CUST05298,C010,36-45,Female,UK,Premium,Budget Buyer,2021-01-28,New
CUST05299,C003,26-35,Male,USA,Medium,Value Seeker,2026-06-08,VIP
CUST05300,C009,26-35,Female,Canada,Premium,Budget Buyer,2026-05-31,Regular
CUST05301,C002,46-55,Other,Canada,Low,Young Professional,2022-10-19,VIP
CUST05302,C008,26-35,Other,USA,High,Value Seeker,2020-12-08,Loyal
CUST05303,C002,46-55,Male,South Korea,Premium,Young Professional,2023-12-17,Loyal
CUST05304,C009,26-35,Male,Japan,High,Value Seeker,2021-10-03,Loyal
CUST05305,C009,18-25,Female,Germany,Low,Value Seeker,2025-07-01,Regular
CUST05306,C009,56+,Male,Germany,High,Value Seeker,2021-12-27,VIP
CUST05307,C009,18-25,Female,Germany,High,Technology Enthusiast,2025-08-01,VIP
CUST05308,C005,26-35,Female,Canada,Premium,Young Professional,2025-06-07,VIP
CUST05309,C005,36-45,Male,South Korea,Medium,Technology Enthusiast,2024-01-14,Regular
CUST05310,C002,18-25,Other,Japan,Low,Technology Enthusiast,2020-02-10,New
CUST05311,C009,36-45,Female,Canada,High,Budget Buyer,2025-05-20,Loyal
CUST05312,C009,18-25,Female,India,Low,Budget Buyer,2021-03-31,VIP
CUST05313,C008,36-45,Female,South Korea,Premium,Budget Buyer,2025-07-07,Regular
CUST05314,C008,56+,Female,Singapore,Medium,Premium Customer,2025-12-16,Loyal
CUST05315,C007,26-35,Male,Germany,High,Premium Customer,2023-09-15,VIP
CUST05316,C005,46-55,Male,Germany,Premium,Technology Enthusiast,2026-06-09,Regular
CUST05317,C003,26-35,Other,USA,Low,Young Professional,2024-10-28,New
CUST05318,C003,46-55,Female,Germany,Premium,Value Seeker,2022-06-14,Loyal
CUST05319,C006,36-45,Male,USA,High,Budget Buyer,2020-07-24,Loyal
CUST05320,C001,46-55,Male,Singapore,Low,Technology Enthusiast,2022-10-31,VIP
CUST05321,C010,26-35,Other,USA,High,Young Professional,2024-10-15,VIP
CUST05322,C008,46-55,Female,India,High,Technology Enthusiast,2022-08-25,New
CUST05323,C010,18-25,Female,Canada,Premium,Value Seeker,2026-03-30,VIP
CUST05324,C007,26-35,Other,South Korea,High,Technology Enthusiast,2024-02-03,VIP
CUST05325,C005,56+,Other,Japan,High,Premium Customer,2025-09-03,New
CUST05326,C004,56+,Other,Canada,High,Young Professional,2021-04-08,VIP
CUST05327,C002,26-35,Other,Japan,Medium,Young Professional,2024-11-17,VIP
CUST05328,C005,46-55,Female,Canada,Medium,Premium Customer,2025-05-09,Regular
CUST05329,C002,26-35,Other,Canada,Premium,Premium Customer,2021-08-03,Loyal
CUST05330,C007,56+,Male,South Korea,High,Young Professional,2020-10-24,VIP
CUST05331,C010,26-35,Male,UK,Low,Budget Buyer,2026-01-12,New
CUST05332,C006,36-45,Female,Japan,Low,Premium Customer,2020-02-20,Regular
CUST05333,C007,56+,Female,Canada,Low,Young Professional,2023-08-12,New
CUST05334,C010,36-45,Female,UK,High,Premium Customer,2022-07-06,Regular
CUST05335,C008,26-35,Male,Germany,Medium,Budget Buyer,2021-02-26,VIP
CUST05336,C006,26-35,Female,Germany,High,Technology Enthusiast,2022-08-27,VIP
CUST05337,C006,56+,Male,Singapore,Medium,Technology Enthusiast,2026-07-25,Regular
CUST05338,C002,18-25,Other,South Korea,Premium,Young Professional,2024-07-10,VIP
CUST05339,C009,26-35,Other,South Korea,Medium,Premium Customer,2026-03-11,VIP
CUST05340,C004,56+,Female,South Korea,Medium,Technology Enthusiast,2020-07-13,Regular
CUST05341,C007,46-55,Male,South Korea,Premium,Technology Enthusiast,2024-04-25,Loyal
CUST05342,C006,18-25,Other,Canada,High,Young Professional,2020-02-15,New
CUST05343,C008,56+,Female,UK,Low,Budget Buyer,2021-07-29,New
CUST05344,C008,26-35,Other,UK,Premium,Young Professional,2022-08-05,Regular
CUST05345,C008,26-35,Female,Canada,Premium,Value Seeker,2025-10-17,New
CUST05346,C006,18-25,Other,Japan,Premium,Premium Customer,2023-05-31,New
CUST05347,C002,46-55,Female,Germany,Premium,Value Seeker,2025-02-22,Loyal
CUST05348,C006,18-25,Other,South Korea,Low,Technology Enthusiast,2026-03-17,Loyal
CUST05349,C001,36-45,Other,Japan,Medium,Technology Enthusiast,2025-07-19,New
CUST05350,C006,46-55,Female,South Korea,Medium,Premium Customer,2022-03-12,Regular
CUST05351,C010,18-25,Female,India,High,Budget Buyer,2024-02-28,Regular
CUST05352,C001,56+,Female,South Korea,Medium,Budget Buyer,2024-08-01,Regular
CUST05353,C009,36-45,Female,Germany,Premium,Budget Buyer,2021-03-13,Regular
CUST05354,C008,36-45,Male,South Korea,Medium,Budget Buyer,2025-11-02,Loyal
CUST05355,C010,36-45,Male,Germany,Premium,Budget Buyer,2021-11-29,VIP
CUST05356,C004,46-55,Other,Germany,Low,Technology Enthusiast,2020-01-11,Loyal
CUST05357,C009,18-25,Female,Canada,Medium,Premium Customer,2022-06-02,New
CUST05358,C007,26-35,Male,Singapore,Premium,Young Professional,2024-12-19,VIP
CUST05359,C001,46-55,Female,Japan,High,Technology Enthusiast,2024-06-22,Loyal
CUST05360,C008,36-45,Female,USA,Low,Young Professional,2022-09-24,VIP
CUST05361,C008,36-45,Male,Canada,Low,Value Seeker,2021-06-19,Loyal
CUST05362,C009,56+,Male,India,High,Young Professional,2025-08-18,VIP
CUST05363,C003,36-45,Female,Canada,High,Premium Customer,2022-05-15,Regular
CUST05364,C001,18-25,Male,Canada,Low,Budget Buyer,2025-11-26,Loyal
CUST05365,C002,18-25,Female,Canada,Medium,Budget Buyer,2024-02-23,VIP
CUST05366,C007,56+,Other,USA,Premium,Budget Buyer,2020-02-26,New
CUST05367,C006,46-55,Female,USA,Medium,Young Professional,2024-02-11,New
CUST05368,C005,36-45,Male,India,Low,Young Professional,2024-12-09,Loyal
CUST05369,C009,18-25,Other,UK,Medium,Premium Customer,2023-05-17,New
CUST05370,C007,56+,Other,India,Premium,Young Professional,2026-05-26,Loyal
CUST05371,C010,36-45,Female,Japan,Low,Value Seeker,2022-09-18,VIP
CUST05372,C004,26-35,Female,Canada,Premium,Value Seeker,2026-04-22,Regular
CUST05373,C005,36-45,Other,USA,Premium,Budget Buyer,2024-01-26,Regular
CUST05374,C004,18-25,Female,UK,High,Young Professional,2023-12-02,VIP
CUST05375,C007,56+,Male,India,Low,Young Professional,2022-10-11,Loyal
CUST05376,C004,18-25,Female,Singapore,Premium,Value Seeker,2026-02-25,Loyal
CUST05377,C002,18-25,Other,Singapore,Low,Premium Customer,2023-05-20,New
CUST05378,C010,56+,Female,Germany,Low,Premium Customer,2026-07-01,New
CUST05379,C010,18-25,Female,Singapore,Low,Value Seeker,2025-08-14,New
CUST05380,C004,36-45,Female,USA,Medium,Technology Enthusiast,2026-02-12,New
CUST05381,C006,18-25,Female,Canada,High,Young Professional,2020-08-11,VIP
CUST05382,C007,36-45,Female,Germany,Low,Value Seeker,2021-09-20,Loyal
CUST05383,C004,18-25,Male,South Korea,Premium,Technology Enthusiast,2024-09-23,VIP
CUST05384,C007,26-35,Other,Japan,Premium,Technology Enthusiast,2021-12-06,Loyal
CUST05385,C008,36-45,Male,India,Premium,Budget Buyer,2023-02-21,VIP
CUST05386,C004,18-25,Female,South Korea,Low,Premium Customer,2022-06-22,New
CUST05387,C005,46-55,Male,Canada,High,Premium Customer,2021-12-07,New
CUST05388,C007,18-25,Female,Canada,Low,Young Professional,2023-09-25,Regular
CUST05389,C007,36-45,Female,UK,Premium,Technology Enthusiast,2022-12-06,Loyal
CUST05390,C006,18-25,Other,USA,Medium,Premium Customer,2022-11-18,New
CUST05391,C005,46-55,Female,UK,Low,Technology Enthusiast,2025-09-03,Regular
CUST05392,C009,46-55,Male,Singapore,High,Value Seeker,2022-02-26,Loyal
CUST05393,C003,46-55,Male,South Korea,High,Budget Buyer,2025-04-30,Loyal
CUST05394,C007,36-45,Male,UK,Premium,Budget Buyer,2022-12-07,Regular
CUST05395,C006,36-45,Male,Japan,High,Young Professional,2022-02-22,VIP
CUST05396,C002,26-35,Male,Singapore,Medium,Budget Buyer,2026-03-31,Regular
CUST05397,C009,18-25,Other,Japan,High,Budget Buyer,2022-11-13,New
CUST05398,C010,36-45,Male,Japan,Medium,Premium Customer,2023-12-11,Loyal
CUST05399,C001,46-55,Other,India,High,Technology Enthusiast,2024-02-15,Regular
CUST05400,C001,26-35,Female,USA,Medium,Premium Customer,2024-12-01,Regular
CUST05401,C004,18-25,Other,UK,Medium,Premium Customer,2023-06-10,New
CUST05402,C004,46-55,Female,UK,Premium,Value Seeker,2021-09-12,Regular
CUST05403,C003,26-35,Female,South Korea,Premium,Premium Customer,2024-08-04,Loyal
CUST05404,C007,56+,Other,USA,High,Premium Customer,2023-10-07,VIP
CUST05405,C008,56+,Other,UK,High,Young Professional,2023-04-20,Regular
CUST05406,C002,46-55,Female,Japan,Premium,Value Seeker,2022-04-04,VIP
CUST05407,C007,36-45,Other,India,High,Value Seeker,2025-08-28,VIP
CUST05408,C007,56+,Male,UK,Low,Value Seeker,2024-12-03,New
CUST05409,C007,26-35,Male,South Korea,Premium,Technology Enthusiast,2021-05-20,New
CUST05410,C006,36-45,Male,Germany,Medium,Value Seeker,2022-09-23,Regular
CUST05411,C002,18-25,Other,India,Low,Premium Customer,2023-07-30,VIP
CUST05412,C005,18-25,Male,Germany,Premium,Value Seeker,2026-01-23,New
CUST05413,C002,56+,Other,Japan,Medium,Budget Buyer,2022-06-28,New
CUST05414,C006,26-35,Other,South Korea,Low,Young Professional,2023-02-04,VIP
CUST05415,C004,18-25,Female,USA,Low,Premium Customer,2022-12-01,VIP
CUST05416,C001,46-55,Male,Germany,Premium,Young Professional,2025-08-10,New
CUST05417,C005,18-25,Male,Singapore,Medium,Value Seeker,2024-06-14,Loyal
CUST05418,C008,56+,Male,UK,High,Budget Buyer,2026-03-11,Regular
CUST05419,C007,26-35,Female,India,Premium,Value Seeker,2021-02-10,New
CUST05420,C001,36-45,Male,USA,High,Premium Customer,2025-12-08,VIP
CUST05421,C001,26-35,Other,USA,Low,Technology Enthusiast,2024-06-04,VIP
CUST05422,C006,46-55,Other,Singapore,Premium,Young Professional,2022-01-23,New
CUST05423,C009,46-55,Other,USA,Premium,Technology Enthusiast,2022-05-28,Regular
CUST05424,C002,18-25,Female,Germany,Premium,Value Seeker,2023-04-06,New
CUST05425,C009,18-25,Female,Germany,Low,Value Seeker,2025-01-31,New
CUST05426,C010,18-25,Male,Japan,Premium,Value Seeker,2021-09-27,VIP
CUST05427,C001,18-25,Other,UK,High,Premium Customer,2025-05-29,Loyal
CUST05428,C009,46-55,Other,UK,Low,Value Seeker,2023-08-29,Regular
CUST05429,C008,56+,Male,Japan,Medium,Value Seeker,2022-07-24,Regular
CUST05430,C003,56+,Female,UK,High,Young Professional,2021-07-07,New
CUST05431,C002,56+,Other,Germany,High,Premium Customer,2023-04-30,Loyal
CUST05432,C005,18-25,Other,Singapore,High,Young Professional,2022-08-19,Loyal
CUST05433,C008,18-25,Male,South Korea,Medium,Young Professional,2026-02-14,VIP
CUST05434,C004,46-55,Other,Germany,Premium,Young Professional,2024-06-25,Loyal
CUST05435,C006,36-45,Female,Germany,Premium,Young Professional,2020-03-10,New
CUST05436,C001,46-55,Male,India,Medium,Budget Buyer,2025-08-09,VIP
CUST05437,C003,18-25,Male,Japan,Low,Young Professional,2021-01-24,Regular
CUST05438,C004,18-25,Female,Singapore,Premium,Young Professional,2022-08-26,New
CUST05439,C002,18-25,Female,Singapore,Low,Budget Buyer,2020-07-18,Regular
CUST05440,C004,26-35,Male,Singapore,Medium,Value Seeker,2023-08-31,VIP
CUST05441,C001,26-35,Male,Singapore,High,Value Seeker,2026-05-11,VIP
CUST05442,C007,26-35,Male,Singapore,Low,Young Professional,2022-07-17,New
CUST05443,C009,26-35,Male,India,Low,Premium Customer,2021-10-01,New
CUST05444,C008,56+,Other,Canada,High,Premium Customer,2021-05-10,Loyal
CUST05445,C001,18-25,Other,Japan,Low,Technology Enthusiast,2023-10-01,New
CUST05446,C010,18-25,Female,Singapore,Premium,Value Seeker,2020-02-17,Loyal
CUST05447,C003,26-35,Female,Japan,Low,Premium Customer,2024-09-04,VIP
CUST05448,C004,26-35,Female,USA,Medium,Budget Buyer,2024-01-20,Regular
CUST05449,C003,46-55,Female,USA,Low,Premium Customer,2025-11-29,VIP
CUST05450,C006,18-25,Male,Canada,Medium,Value Seeker,2024-09-30,Loyal
CUST05451,C008,46-55,Female,USA,High,Technology Enthusiast,2024-12-08,New
CUST05452,C006,18-25,Female,Japan,Medium,Value Seeker,2025-04-12,Regular
CUST05453,C008,36-45,Male,Singapore,Low,Young Professional,2025-07-13,VIP
CUST05454,C009,56+,Other,USA,Premium,Technology Enthusiast,2025-11-16,Regular
CUST05455,C002,18-25,Female,USA,Low,Budget Buyer,2025-05-09,Loyal
CUST05456,C003,18-25,Male,Canada,High,Young Professional,2022-12-13,Loyal
CUST05457,C007,26-35,Male,Germany,Premium,Budget Buyer,2024-12-05,VIP
CUST05458,C005,56+,Male,Singapore,Premium,Technology Enthusiast,2021-01-13,Loyal
CUST05459,C005,18-25,Other,Japan,Premium,Budget Buyer,2023-07-24,Regular
CUST05460,C005,18-25,Other,USA,Premium,Premium Customer,2020-01-31,New
CUST05461,C008,46-55,Male,Germany,Low,Budget Buyer,2020-04-28,New
CUST05462,C003,26-35,Other,Germany,Low,Technology Enthusiast,2025-01-25,New
CUST05463,C008,18-25,Male,Japan,Premium,Technology Enthusiast,2021-10-26,VIP
CUST05464,C006,36-45,Male,India,Low,Technology Enthusiast,2024-09-24,New
CUST05465,C006,26-35,Female,India,Premium,Technology Enthusiast,2023-04-05,Regular
CUST05466,C005,18-25,Female,Canada,Medium,Young Professional,2020-11-03,Regular
CUST05467,C005,18-25,Female,South Korea,High,Young Professional,2020-10-12,VIP
CUST05468,C007,36-45,Other,UK,Medium,Value Seeker,2021-08-14,New
CUST05469,C007,26-35,Other,USA,Low,Premium Customer,2023-04-18,Loyal
CUST05470,C007,26-35,Other,Japan,Low,Young Professional,2020-08-12,Regular
CUST05471,C004,46-55,Female,Japan,Medium,Budget Buyer,2023-02-17,VIP
CUST05472,C005,36-45,Female,Germany,Medium,Budget Buyer,2024-10-05,VIP
CUST05473,C005,36-45,Male,Singapore,Low,Young Professional,2026-07-05,Loyal
CUST05474,C002,26-35,Female,USA,Medium,Young Professional,2021-01-28,VIP
CUST05475,C004,18-25,Female,India,Premium,Technology Enthusiast,2021-03-06,VIP
CUST05476,C010,46-55,Other,Singapore,Low,Budget Buyer,2023-08-08,Regular
CUST05477,C001,18-25,Other,Japan,High,Young Professional,2023-01-28,VIP
CUST05478,C005,26-35,Male,Canada,Medium,Young Professional,2025-08-03,VIP
CUST05479,C004,56+,Female,India,Low,Premium Customer,2024-11-04,Loyal
CUST05480,C003,26-35,Male,South Korea,High,Budget Buyer,2024-01-26,Loyal
CUST05481,C001,26-35,Female,India,Low,Budget Buyer,2026-04-27,Loyal
CUST05482,C010,56+,Other,South Korea,High,Budget Buyer,2024-06-17,Loyal
CUST05483,C003,18-25,Female,Japan,Low,Technology Enthusiast,2026-05-01,Loyal
CUST05484,C008,26-35,Other,USA,High,Premium Customer,2026-05-25,Regular
CUST05485,C007,56+,Male,Singapore,Medium,Technology Enthusiast,2024-06-19,Regular
CUST05486,C005,46-55,Other,USA,Low,Technology Enthusiast,2020-11-11,Loyal
CUST05487,C005,46-55,Male,South Korea,Low,Technology Enthusiast,2020-05-24,New
CUST05488,C007,26-35,Male,USA,Medium,Budget Buyer,2025-08-19,VIP
CUST05489,C010,56+,Male,UK,Medium,Value Seeker,2023-09-22,Regular
CUST05490,C002,36-45,Female,South Korea,Premium,Value Seeker,2022-01-29,Loyal
CUST05491,C001,56+,Female,Singapore,Low,Premium Customer,2022-05-27,Regular
CUST05492,C008,36-45,Male,Germany,High,Value Seeker,2021-04-20,VIP
CUST05493,C008,26-35,Male,Japan,Premium,Value Seeker,2022-02-11,VIP
CUST05494,C005,18-25,Other,Canada,Medium,Budget Buyer,2022-01-06,Loyal
CUST05495,C003,46-55,Other,Germany,Premium,Young Professional,2020-05-22,New
CUST05496,C006,46-55,Male,Canada,Medium,Young Professional,2025-09-12,New
CUST05497,C006,26-35,Other,Japan,Medium,Budget Buyer,2026-05-09,Loyal
CUST05498,C006,46-55,Female,Germany,Premium,Young Professional,2026-02-20,Regular
CUST05499,C008,46-55,Other,Japan,Premium,Value Seeker,2022-05-13,Regular
CUST05500,C009,46-55,Other,USA,Medium,Technology Enthusiast,2021-02-11,Regular
CUST05501,C002,36-45,Male,USA,Low,Value Seeker,2022-09-07,Regular
CUST05502,C001,18-25,Female,Japan,Medium,Young Professional,2021-03-13,New
CUST05503,C003,46-55,Other,Canada,High,Budget Buyer,2022-12-01,Regular
CUST05504,C004,26-35,Male,Germany,Medium,Budget Buyer,2021-07-25,VIP
CUST05505,C004,36-45,Other,South Korea,Low,Technology Enthusiast,2025-11-15,Loyal
CUST05506,C004,18-25,Male,South Korea,Low,Technology Enthusiast,2026-07-23,Loyal
CUST05507,C009,56+,Male,South Korea,Medium,Budget Buyer,2024-12-05,Regular
CUST05508,C002,56+,Male,UK,Premium,Budget Buyer,2024-10-03,New
CUST05509,C010,46-55,Male,Japan,Low,Technology Enthusiast,2022-05-06,Regular
CUST05510,C002,56+,Female,Canada,Medium,Technology Enthusiast,2025-01-13,New
CUST05511,C004,36-45,Other,South Korea,Medium,Technology Enthusiast,2024-12-24,New
CUST05512,C002,26-35,Female,India,High,Technology Enthusiast,2022-07-03,Loyal
CUST05513,C007,36-45,Female,Japan,High,Budget Buyer,2021-11-23,VIP
CUST05514,C008,18-25,Female,Germany,High,Young Professional,2020-03-03,Regular
CUST05515,C004,56+,Other,USA,Low,Technology Enthusiast,2022-12-16,New
CUST05516,C009,56+,Other,Germany,High,Budget Buyer,2022-01-03,Regular
CUST05517,C009,46-55,Female,UK,High,Technology Enthusiast,2023-02-22,VIP
CUST05518,C006,46-55,Male,Japan,Premium,Young Professional,2022-06-16,New
CUST05519,C006,26-35,Other,India,Premium,Budget Buyer,2022-08-19,VIP
CUST05520,C007,46-55,Male,Singapore,Medium,Value Seeker,2024-08-31,New
CUST05521,C002,18-25,Other,Singapore,Low,Budget Buyer,2026-06-05,Loyal
CUST05522,C006,18-25,Other,Germany,Premium,Value Seeker,2022-06-21,New
CUST05523,C004,18-25,Male,South Korea,Premium,Technology Enthusiast,2022-11-13,New
CUST05524,C008,26-35,Female,Germany,Low,Premium Customer,2020-02-04,New
CUST05525,C009,26-35,Male,India,High,Young Professional,2026-07-06,Regular
CUST05526,C001,26-35,Male,Singapore,Medium,Young Professional,2025-05-07,VIP
CUST05527,C005,36-45,Female,Canada,Premium,Value Seeker,2021-06-04,Regular
CUST05528,C006,18-25,Female,Japan,Medium,Technology Enthusiast,2023-08-08,New
CUST05529,C006,46-55,Female,USA,Medium,Budget Buyer,2022-06-15,VIP
CUST05530,C003,56+,Female,South Korea,Low,Value Seeker,2020-05-20,Loyal
CUST05531,C006,56+,Male,Singapore,High,Young Professional,2020-02-15,Loyal
CUST05532,C007,46-55,Other,USA,Premium,Young Professional,2023-08-30,Loyal
CUST05533,C003,36-45,Female,India,High,Budget Buyer,2020-05-17,Loyal
CUST05534,C006,46-55,Female,India,Medium,Budget Buyer,2024-09-15,New
CUST05535,C007,36-45,Other,Germany,Low,Budget Buyer,2025-08-03,New
CUST05536,C004,18-25,Female,India,High,Technology Enthusiast,2022-11-20,New
CUST05537,C007,18-25,Other,USA,High,Young Professional,2025-05-14,VIP
CUST05538,C006,56+,Female,India,Low,Budget Buyer,2023-06-21,New
CUST05539,C005,18-25,Female,Singapore,High,Young Professional,2020-06-02,Loyal
CUST05540,C010,46-55,Other,Germany,High,Technology Enthusiast,2025-03-07,VIP
CUST05541,C006,36-45,Female,India,High,Technology Enthusiast,2021-11-28,Regular
CUST05542,C005,46-55,Male,Japan,Premium,Premium Customer,2024-06-11,New
CUST05543,C002,56+,Male,South Korea,High,Budget Buyer,2022-02-27,New
CUST05544,C009,26-35,Other,USA,Premium,Young Professional,2021-04-04,Regular
CUST05545,C006,56+,Other,USA,High,Technology Enthusiast,2020-09-02,Loyal
CUST05546,C010,36-45,Male,USA,High,Budget Buyer,2020-04-02,VIP
CUST05547,C002,36-45,Male,Singapore,High,Premium Customer,2025-07-29,VIP
CUST05548,C007,18-25,Other,India,Medium,Value Seeker,2022-02-11,Regular
CUST05549,C002,46-55,Female,South Korea,Low,Value Seeker,2026-07-19,Loyal
CUST05550,C005,18-25,Female,Canada,High,Young Professional,2024-03-19,VIP
CUST05551,C010,36-45,Female,UK,High,Young Professional,2024-09-13,New
CUST05552,C009,26-35,Other,USA,Low,Value Seeker,2022-07-22,VIP
CUST05553,C003,36-45,Female,UK,Premium,Young Professional,2023-01-18,New
