product_id,complaint_category,complaint_count,product_name,category,subcategory,demand_problem_score,demand_problem_category,product_pain_score
P0368,software,12,Headphones 368,Audio,Headphones,43.61,Moderate,30.0
P0343,delivery,12,Tablet 343,Mobile,Tablet,43.06,Low Demand + High Problem,30.0
P0135,comfort,12,Smart Watch 135,Watches,Smart Watch,42.96,Low Demand + High Problem,30.0
P0141,comfort,12,Wireless Earbuds 141,Audio,Wireless Earbuds,42.92,Low Demand + High Problem,30.0
P0141,delivery,12,Wireless Earbuds 141,Audio,Wireless Earbuds,42.92,Low Demand + High Problem,30.0
P0141,software,12,Wireless Earbuds 141,Audio,Wireless Earbuds,42.92,Low Demand + High Problem,30.0
P0484,delivery,12,Bluetooth Speaker 484,Audio,Bluetooth Speaker,42.91,Low Demand + High Problem,30.0
P0013,delivery,12,Smart Ring 13,Wearables,Smart Ring,42.87,Low Demand + High Problem,30.0
P0013,price,12,Smart Ring 13,Wearables,Smart Ring,42.87,Low Demand + High Problem,30.0
P0158,price,12,Smartphone 158,Mobile,Smartphone,42.65,Low Demand + High Problem,30.0
P0048,software,12,Smart Watch 48,Watches,Smart Watch,42.55,Low Demand + High Problem,30.0
P0259,performance,12,Smart Fan 259,Home Appliances,Smart Fan,42.44,Moderate,30.0
P0430,delivery,12,Smart Light 430,Home Appliances,Smart Light,41.98,Moderate,30.0
P0089,price,12,Fitness Band 89,Wearables,Fitness Band,41.58,Low Demand + High Problem,30.0
P0093,comfort,12,Tablet 93,Mobile,Tablet,41.47,Low Demand + High Problem,30.0
P0093,delivery,12,Tablet 93,Mobile,Tablet,41.47,Low Demand + High Problem,30.0
P0490,comfort,12,Smart Light 490,Home Appliances,Smart Light,41.09,Moderate,30.0
P0019,price,12,Fitness Watch 19,Watches,Fitness Watch,41.05,Low Demand + High Problem,30.0
P0138,delivery,12,Smart Fan 138,Home Appliances,Smart Fan,41.05,Low Demand + High Problem,30.0
P0138,price,12,Smart Fan 138,Home Appliances,Smart Fan,41.05,Low Demand + High Problem,30.0
P0003,comfort,12,Smart Light 3,Home Appliances,Smart Light,40.9,Low Demand + High Problem,30.0
P0397,comfort,12,Fitness Band 397,Wearables,Fitness Band,40.2,Low Demand + High Problem,30.0
P0184,price,12,Smart Ring 184,Wearables,Smart Ring,39.8,Low Demand + High Problem,30.0
P0185,performance,12,Smart Ring 185,Wearables,Smart Ring,39.75,Low Demand + High Problem,30.0
P0277,performance,12,Smartphone 277,Mobile,Smartphone,39.7,Low Demand + High Problem,30.0
P0421,comfort,12,Air Purifier 421,Home Appliances,Air Purifier,39.7,Low Demand + High Problem,30.0
P0024,comfort,12,Fitness Band 24,Wearables,Fitness Band,39.68,Low Demand + High Problem,30.0
P0151,performance,12,Smart Ring 151,Wearables,Smart Ring,39.55,Moderate,30.0
P0385,comfort,12,Tablet 385,Mobile,Tablet,39.25,Low Demand + High Problem,30.0
P0385,price,12,Tablet 385,Mobile,Tablet,39.25,Low Demand + High Problem,30.0
P0387,software,12,Fitness Band 387,Wearables,Fitness Band,39.05,Low Demand + High Problem,30.0
P0167,quality,12,Fitness Watch 167,Watches,Fitness Watch,38.98,Moderate,30.0
P0426,software,12,Headphones 426,Audio,Headphones,38.77,Moderate,30.0
P0324,software,12,Air Purifier 324,Home Appliances,Air Purifier,38.41,Low Demand + High Problem,30.0
P0381,price,12,Bluetooth Speaker 381,Audio,Bluetooth Speaker,38.34,Low Demand + High Problem,30.0
P0403,delivery,12,Smart Watch 403,Watches,Smart Watch,38.02,Low Demand + High Problem,30.0
P0313,comfort,12,Smart Watch 313,Watches,Smart Watch,37.79,Low Demand + High Problem,30.0
P0037,comfort,12,Analog Watch 37,Watches,Analog Watch,37.3,Low Demand + High Problem,30.0
P0423,delivery,12,Air Purifier 423,Home Appliances,Air Purifier,37.2,Moderate,30.0
P0282,comfort,12,Smartphone 282,Mobile,Smartphone,37.14,Low Demand + High Problem,30.0
P0282,delivery,12,Smartphone 282,Mobile,Smartphone,37.14,Low Demand + High Problem,30.0
P0282,price,12,Smartphone 282,Mobile,Smartphone,37.14,Low Demand + High Problem,30.0
P0282,software,12,Smartphone 282,Mobile,Smartphone,37.14,Low Demand + High Problem,30.0
P0210,delivery,12,Tablet 210,Mobile,Tablet,37.01,Low Demand + High Problem,30.0
P0210,performance,12,Tablet 210,Mobile,Tablet,37.01,Low Demand + High Problem,30.0
P0240,comfort,12,Tablet 240,Mobile,Tablet,36.9,Moderate,30.0
P0240,performance,12,Tablet 240,Mobile,Tablet,36.9,Moderate,30.0
P0112,delivery,12,Smart Light 112,Home Appliances,Smart Light,36.83,Low Demand + High Problem,30.0
P0396,price,12,Fitness Watch 396,Watches,Fitness Watch,36.72,Low Demand + High Problem,30.0
P0137,software,12,Analog Watch 137,Watches,Analog Watch,35.85,Low Demand + High Problem,30.0
P0023,software,12,Air Purifier 23,Home Appliances,Air Purifier,35.59,Low Demand + High Problem,30.0
P0002,comfort,12,Smart Watch 2,Watches,Smart Watch,35.34,Low Demand + High Problem,30.0
P0355,price,12,Analog Watch 355,Watches,Analog Watch,35.17,Moderate,30.0
P0046,delivery,12,Bluetooth Speaker 46,Audio,Bluetooth Speaker,34.94,Low Demand + High Problem,30.0
P0472,performance,12,Smartphone 472,Mobile,Smartphone,34.7,Moderate,30.0
P0208,delivery,12,Fitness Watch 208,Watches,Fitness Watch,34.67,Low Demand + High Problem,30.0
P0159,software,12,Analog Watch 159,Watches,Analog Watch,34.37,Moderate,30.0
P0027,performance,12,Smart Ring 27,Wearables,Smart Ring,34.28,Low Demand + High Problem,30.0
P0315,performance,12,Bluetooth Speaker 315,Audio,Bluetooth Speaker,34.01,Low Demand + High Problem,30.0
P0290,comfort,12,Fitness Band 290,Wearables,Fitness Band,33.81,Low Demand + High Problem,30.0
P0378,software,12,Tablet 378,Mobile,Tablet,33.68,Low Demand + High Problem,30.0
P0182,software,12,Fitness Band 182,Wearables,Fitness Band,33.5,Low Demand + High Problem,30.0
P0178,quality,12,Fitness Watch 178,Watches,Fitness Watch,32.69,Moderate,30.0
P0480,delivery,12,Headphones 480,Audio,Headphones,32.56,Low Demand + High Problem,30.0
P0498,battery,12,Tablet 498,Mobile,Tablet,32.26,Moderate,30.0
P0498,performance,12,Tablet 498,Mobile,Tablet,32.26,Moderate,30.0
P0366,performance,12,Air Purifier 366,Home Appliances,Air Purifier,31.61,Moderate,30.0
P0438,comfort,12,Fitness Band 438,Wearables,Fitness Band,31.61,Moderate,30.0
P0432,price,12,Air Purifier 432,Home Appliances,Air Purifier,31.34,Low Demand + High Problem,30.0
P0081,price,12,Headphones 81,Audio,Headphones,30.67,Moderate,30.0
P0075,performance,11,Fitness Watch 75,Watches,Fitness Watch,78.79,High Demand + High Problem,27.5
P0483,comfort,11,Smartphone 483,Mobile,Smartphone,77.06,High Demand + High Problem,27.5
P0099,comfort,11,Bluetooth Speaker 99,Audio,Bluetooth Speaker,77.04,High Demand + High Problem,27.5
P0242,comfort,11,Smart Light 242,Home Appliances,Smart Light,76.46,High Demand + High Problem,27.5
P0242,software,11,Smart Light 242,Home Appliances,Smart Light,76.46,High Demand + High Problem,27.5
P0256,comfort,11,Smartphone 256,Mobile,Smartphone,76.08,High Demand + High Problem,27.5
P0256,delivery,11,Smartphone 256,Mobile,Smartphone,76.08,High Demand + High Problem,27.5
P0123,software,11,Smart Watch 123,Watches,Smart Watch,75.47,High Demand + High Problem,27.5
P0345,software,11,Tablet 345,Mobile,Tablet,75.09,High Demand + High Problem,27.5
P0492,software,11,Smart Ring 492,Wearables,Smart Ring,74.93,High Demand + High Problem,27.5
P0312,comfort,11,Smart Watch 312,Watches,Smart Watch,74.89,High Demand + High Problem,27.5
P0474,price,11,Bluetooth Speaker 474,Audio,Bluetooth Speaker,74.89,High Demand + High Problem,27.5
P0237,software,11,Tablet 237,Mobile,Tablet,74.81,High Demand + High Problem,27.5
P0485,delivery,11,Smart Watch 485,Watches,Smart Watch,73.94,High Demand + High Problem,27.5
P0291,comfort,11,Wireless Earbuds 291,Audio,Wireless Earbuds,73.57,High Demand + High Problem,27.5
P0291,price,11,Wireless Earbuds 291,Audio,Wireless Earbuds,73.57,High Demand + High Problem,27.5
P0400,comfort,11,Analog Watch 400,Watches,Analog Watch,73.08,High Demand + High Problem,27.5
P0400,software,11,Analog Watch 400,Watches,Analog Watch,73.08,High Demand + High Problem,27.5
P0375,price,11,Headphones 375,Audio,Headphones,72.77,High Demand + High Problem,27.5
P0491,software,11,Tablet 491,Mobile,Tablet,72.73,High Demand + High Problem,27.5
P0388,delivery,11,Smart Fan 388,Home Appliances,Smart Fan,72.7,High Demand + High Problem,27.5
P0388,price,11,Smart Fan 388,Home Appliances,Smart Fan,72.7,High Demand + High Problem,27.5
P0283,comfort,11,Headphones 283,Audio,Headphones,72.42,High Demand + High Problem,27.5
P0064,comfort,11,Fitness Band 64,Wearables,Fitness Band,72.23,High Demand + High Problem,27.5
P0471,price,11,Bluetooth Speaker 471,Audio,Bluetooth Speaker,72.23,High Demand + High Problem,27.5
P0280,comfort,11,Smartphone 280,Mobile,Smartphone,72.14,High Demand + High Problem,27.5
P0280,delivery,11,Smartphone 280,Mobile,Smartphone,72.14,High Demand + High Problem,27.5
P0198,software,11,Smart Ring 198,Wearables,Smart Ring,71.82,High Demand + High Problem,27.5
P0008,delivery,11,Headphones 8,Audio,Headphones,71.78,High Demand + High Problem,27.5
P0389,software,11,Fitness Watch 389,Watches,Fitness Watch,71.47,High Demand + High Problem,27.5
P0124,comfort,11,Smart Ring 124,Wearables,Smart Ring,71.44,High Demand + High Problem,27.5
P0356,comfort,11,Air Purifier 356,Home Appliances,Air Purifier,71.4,High Demand + High Problem,27.5
P0431,comfort,11,Bluetooth Speaker 431,Audio,Bluetooth Speaker,71.32,Moderate,27.5
P0113,price,11,Smart Watch 113,Watches,Smart Watch,71.1,High Demand + High Problem,27.5
P0150,comfort,11,Tablet 150,Mobile,Tablet,71.05,High Demand + High Problem,27.5
P0146,delivery,11,Air Purifier 146,Home Appliances,Air Purifier,70.93,High Demand + High Problem,27.5
P0146,software,11,Air Purifier 146,Home Appliances,Air Purifier,70.93,High Demand + High Problem,27.5
P0110,comfort,11,Smart Ring 110,Wearables,Smart Ring,70.92,High Demand + High Problem,27.5
P0110,price,11,Smart Ring 110,Wearables,Smart Ring,70.92,High Demand + High Problem,27.5
P0032,comfort,11,Smartphone 32,Mobile,Smartphone,70.5,High Demand + High Problem,27.5
P0032,delivery,11,Smartphone 32,Mobile,Smartphone,70.5,High Demand + High Problem,27.5
P0032,performance,11,Smartphone 32,Mobile,Smartphone,70.5,High Demand + High Problem,27.5
P0205,performance,11,Tablet 205,Mobile,Tablet,70.49,Moderate,27.5
P0205,price,11,Tablet 205,Mobile,Tablet,70.49,Moderate,27.5
P0205,quality,11,Tablet 205,Mobile,Tablet,70.49,Moderate,27.5
P0202,comfort,11,Fitness Watch 202,Watches,Fitness Watch,70.42,High Demand + High Problem,27.5
P0281,delivery,11,Smart Ring 281,Wearables,Smart Ring,70.25,High Demand + High Problem,27.5
P0009,delivery,11,Wireless Earbuds 9,Audio,Wireless Earbuds,69.97,High Demand + High Problem,27.5
P0153,delivery,11,Fitness Band 153,Wearables,Fitness Band,69.77,Moderate,27.5
P0153,price,11,Fitness Band 153,Wearables,Fitness Band,69.77,Moderate,27.5
P0342,comfort,11,Smartphone 342,Mobile,Smartphone,69.43,Moderate,27.5
P0103,software,11,Fitness Band 103,Wearables,Fitness Band,69.29,High Demand + High Problem,27.5
P0383,performance,11,Smart Ring 383,Wearables,Smart Ring,68.97,High Demand + High Problem,27.5
P0383,software,11,Smart Ring 383,Wearables,Smart Ring,68.97,High Demand + High Problem,27.5
P0405,price,11,Air Purifier 405,Home Appliances,Air Purifier,68.21,High Demand + High Problem,27.5
P0161,software,11,Smartphone 161,Mobile,Smartphone,67.95,High Demand + High Problem,27.5
P0455,performance,11,Fitness Band 455,Wearables,Fitness Band,67.7,High Demand + High Problem,27.5
P0262,comfort,11,Headphones 262,Audio,Headphones,67.63,High Demand + High Problem,27.5
P0058,comfort,11,Bluetooth Speaker 58,Audio,Bluetooth Speaker,67.21,High Demand + High Problem,27.5
P0470,comfort,11,Smart Light 470,Home Appliances,Smart Light,67.01,High Demand + High Problem,27.5
P0341,comfort,11,Smart Watch 341,Watches,Smart Watch,66.93,Moderate,27.5
P0341,delivery,11,Smart Watch 341,Watches,Smart Watch,66.93,Moderate,27.5
P0334,comfort,11,Fitness Band 334,Wearables,Fitness Band,66.7,High Demand + High Problem,27.5
P0334,delivery,11,Fitness Band 334,Wearables,Fitness Band,66.7,High Demand + High Problem,27.5
P0477,performance,11,Fitness Watch 477,Watches,Fitness Watch,66.47,High Demand + High Problem,27.5
P0139,delivery,11,Analog Watch 139,Watches,Analog Watch,66.4,Moderate,27.5
P0404,price,11,Bluetooth Speaker 404,Audio,Bluetooth Speaker,66.09,Moderate,27.5
P0255,price,11,Bluetooth Speaker 255,Audio,Bluetooth Speaker,65.63,Moderate,27.5
P0224,price,11,Air Purifier 224,Home Appliances,Air Purifier,65.6,Moderate,27.5
P0193,performance,11,Fitness Band 193,Wearables,Fitness Band,65.23,Moderate,27.5
P0077,software,11,Fitness Watch 77,Watches,Fitness Watch,64.66,High Demand + High Problem,27.5
P0020,price,11,Air Purifier 20,Home Appliances,Air Purifier,64.51,High Demand + High Problem,27.5
P0052,price,11,Bluetooth Speaker 52,Audio,Bluetooth Speaker,64.5,Moderate,27.5
P0308,delivery,11,Smart Watch 308,Watches,Smart Watch,64.13,Moderate,27.5
P0440,software,11,Fitness Band 440,Wearables,Fitness Band,63.98,High Demand + High Problem,27.5
P0488,delivery,11,Smart Light 488,Home Appliances,Smart Light,63.84,Moderate,27.5
P0191,comfort,11,Headphones 191,Audio,Headphones,63.82,Moderate,27.5
P0340,delivery,11,Fitness Band 340,Wearables,Fitness Band,63.82,Moderate,27.5
P0340,software,11,Fitness Band 340,Wearables,Fitness Band,63.82,Moderate,27.5
P0451,delivery,11,Bluetooth Speaker 451,Audio,Bluetooth Speaker,63.56,Moderate,27.5
P0318,software,11,Bluetooth Speaker 318,Audio,Bluetooth Speaker,63.38,Moderate,27.5
P0463,price,11,Air Purifier 463,Home Appliances,Air Purifier,62.98,Moderate,27.5
P0261,price,11,Analog Watch 261,Watches,Analog Watch,62.76,Moderate,27.5
P0329,delivery,11,Wireless Earbuds 329,Audio,Wireless Earbuds,62.56,High Demand + High Problem,27.5
P0329,software,11,Wireless Earbuds 329,Audio,Wireless Earbuds,62.56,High Demand + High Problem,27.5
P0460,performance,11,Headphones 460,Audio,Headphones,61.7,Moderate,27.5
P0125,price,11,Air Purifier 125,Home Appliances,Air Purifier,61.54,Moderate,27.5
P0409,comfort,11,Analog Watch 409,Watches,Analog Watch,61.53,Moderate,27.5
P0409,price,11,Analog Watch 409,Watches,Analog Watch,61.53,Moderate,27.5
P0266,comfort,11,Headphones 266,Audio,Headphones,61.02,Moderate,27.5
P0372,comfort,11,Smart Watch 372,Watches,Smart Watch,60.78,Moderate,27.5
P0271,comfort,11,Tablet 271,Mobile,Tablet,60.64,Moderate,27.5
P0061,delivery,11,Wireless Earbuds 61,Audio,Wireless Earbuds,60.52,Moderate,27.5
P0415,price,11,Fitness Band 415,Wearables,Fitness Band,60.25,Moderate,27.5
P0050,price,11,Analog Watch 50,Watches,Analog Watch,60.12,Moderate,27.5
P0360,delivery,11,Analog Watch 360,Watches,Analog Watch,60.06,Moderate,27.5
P0059,software,11,Air Purifier 59,Home Appliances,Air Purifier,59.83,Moderate,27.5
P0487,comfort,11,Air Purifier 487,Home Appliances,Air Purifier,59.72,Moderate,27.5
P0487,delivery,11,Air Purifier 487,Home Appliances,Air Purifier,59.72,Moderate,27.5
P0088,price,11,Air Purifier 88,Home Appliances,Air Purifier,59.64,Moderate,27.5
P0264,quality,11,Tablet 264,Mobile,Tablet,59.35,Moderate,27.5
P0450,price,11,Fitness Band 450,Wearables,Fitness Band,59.21,Moderate,27.5
P0227,price,11,Smart Ring 227,Wearables,Smart Ring,59.09,Moderate,27.5
P0092,software,11,Fitness Band 92,Wearables,Fitness Band,58.71,Moderate,27.5
P0076,comfort,11,Smart Fan 76,Home Appliances,Smart Fan,58.56,Moderate,27.5
P0076,price,11,Smart Fan 76,Home Appliances,Smart Fan,58.56,Moderate,27.5
P0076,software,11,Smart Fan 76,Home Appliances,Smart Fan,58.56,Moderate,27.5
P0411,comfort,11,Smart Fan 411,Home Appliances,Smart Fan,58.11,Moderate,27.5
P0221,performance,11,Tablet 221,Mobile,Tablet,58.08,Moderate,27.5
P0276,software,11,Fitness Watch 276,Watches,Fitness Watch,57.88,Moderate,27.5
P0420,delivery,11,Smart Ring 420,Wearables,Smart Ring,57.69,Moderate,27.5
P0133,comfort,11,Wireless Earbuds 133,Audio,Wireless Earbuds,57.5,Moderate,27.5
P0464,price,11,Smart Light 464,Home Appliances,Smart Light,57.22,Moderate,27.5
P0080,performance,11,Wireless Earbuds 80,Audio,Wireless Earbuds,56.98,Moderate,27.5
P0080,software,11,Wireless Earbuds 80,Audio,Wireless Earbuds,56.98,Moderate,27.5
P0245,price,11,Smart Ring 245,Wearables,Smart Ring,56.8,Moderate,27.5
P0006,price,11,Headphones 6,Audio,Headphones,56.59,Moderate,27.5
P0214,comfort,11,Fitness Band 214,Wearables,Fitness Band,56.44,Moderate,27.5
P0005,comfort,11,Air Purifier 5,Home Appliances,Air Purifier,56.0,Moderate,27.5
P0332,comfort,11,Smart Watch 332,Watches,Smart Watch,55.9,Moderate,27.5
P0332,price,11,Smart Watch 332,Watches,Smart Watch,55.9,Moderate,27.5
P0442,software,11,Smartphone 442,Mobile,Smartphone,55.81,Moderate,27.5
P0369,comfort,11,Air Purifier 369,Home Appliances,Air Purifier,55.73,Moderate,27.5
P0369,delivery,11,Air Purifier 369,Home Appliances,Air Purifier,55.73,Moderate,27.5
P0458,software,11,Headphones 458,Audio,Headphones,55.69,Moderate,27.5
P0173,comfort,11,Smartphone 173,Mobile,Smartphone,55.5,Moderate,27.5
P0173,delivery,11,Smartphone 173,Mobile,Smartphone,55.5,Moderate,27.5
P0188,comfort,11,Headphones 188,Audio,Headphones,54.98,Moderate,27.5
P0317,comfort,11,Smart Light 317,Home Appliances,Smart Light,54.92,Moderate,27.5
P0317,delivery,11,Smart Light 317,Home Appliances,Smart Light,54.92,Moderate,27.5
P0238,delivery,11,Air Purifier 238,Home Appliances,Air Purifier,54.77,Moderate,27.5
P0021,price,11,Wireless Earbuds 21,Audio,Wireless Earbuds,54.7,Moderate,27.5
P0494,price,11,Fitness Watch 494,Watches,Fitness Watch,54.27,Moderate,27.5
P0494,software,11,Fitness Watch 494,Watches,Fitness Watch,54.27,Moderate,27.5
P0252,performance,11,Smartphone 252,Mobile,Smartphone,54.1,Moderate,27.5
P0306,performance,11,Fitness Band 306,Wearables,Fitness Band,53.54,Moderate,27.5
P0063,delivery,11,Fitness Band 63,Wearables,Fitness Band,53.45,Moderate,27.5
P0391,performance,11,Smart Light 391,Home Appliances,Smart Light,53.23,Moderate,27.5
P0391,software,11,Smart Light 391,Home Appliances,Smart Light,53.23,Moderate,27.5
P0116,performance,11,Smart Fan 116,Home Appliances,Smart Fan,53.12,Moderate,27.5
P0116,price,11,Smart Fan 116,Home Appliances,Smart Fan,53.12,Moderate,27.5
P0041,price,11,Headphones 41,Audio,Headphones,52.99,Low Demand + High Problem,27.5
P0279,delivery,11,Tablet 279,Mobile,Tablet,52.96,Low Demand + High Problem,27.5
P0351,software,11,Tablet 351,Mobile,Tablet,52.67,Moderate,27.5
P0349,performance,11,Smart Fan 349,Home Appliances,Smart Fan,52.07,Moderate,27.5
P0160,price,11,Smart Fan 160,Home Appliances,Smart Fan,51.52,Low Demand + High Problem,27.5
P0065,delivery,11,Smart Ring 65,Wearables,Smart Ring,51.44,Moderate,27.5
P0065,software,11,Smart Ring 65,Wearables,Smart Ring,51.44,Moderate,27.5
P0453,software,11,Smartphone 453,Mobile,Smartphone,51.37,Low Demand + High Problem,27.5
P0169,comfort,11,Analog Watch 169,Watches,Analog Watch,50.87,Moderate,27.5
P0219,software,11,Smart Ring 219,Wearables,Smart Ring,50.65,Low Demand + High Problem,27.5
P0499,comfort,11,Tablet 499,Mobile,Tablet,50.57,Low Demand + High Problem,27.5
P0499,price,11,Tablet 499,Mobile,Tablet,50.57,Low Demand + High Problem,27.5
P0499,software,11,Tablet 499,Mobile,Tablet,50.57,Low Demand + High Problem,27.5
P0042,performance,11,Smart Watch 42,Watches,Smart Watch,50.48,Low Demand + High Problem,27.5
P0384,comfort,11,Bluetooth Speaker 384,Audio,Bluetooth Speaker,50.39,Low Demand + High Problem,27.5
P0384,software,11,Bluetooth Speaker 384,Audio,Bluetooth Speaker,50.39,Low Demand + High Problem,27.5
P0134,price,11,Smartphone 134,Mobile,Smartphone,50.27,Low Demand + High Problem,27.5
P0134,software,11,Smartphone 134,Mobile,Smartphone,50.27,Low Demand + High Problem,27.5
P0303,software,11,Fitness Watch 303,Watches,Fitness Watch,50.15,Moderate,27.5
P0447,delivery,11,Smartphone 447,Mobile,Smartphone,50.12,Low Demand + High Problem,27.5
P0120,performance,11,Smart Light 120,Home Appliances,Smart Light,49.98,Moderate,27.5
P0035,delivery,11,Smartphone 35,Mobile,Smartphone,49.93,Low Demand + High Problem,27.5
P0446,software,11,Tablet 446,Mobile,Tablet,49.88,Moderate,27.5
P0467,performance,11,Air Purifier 467,Home Appliances,Air Purifier,49.59,Moderate,27.5
P0098,software,11,Analog Watch 98,Watches,Analog Watch,49.37,Moderate,27.5
P0357,quality,11,Tablet 357,Mobile,Tablet,49.0,Moderate,27.5
P0327,price,11,Smart Fan 327,Home Appliances,Smart Fan,48.56,Moderate,27.5
P0327,software,11,Smart Fan 327,Home Appliances,Smart Fan,48.56,Moderate,27.5
P0091,comfort,11,Tablet 91,Mobile,Tablet,48.54,Low Demand + High Problem,27.5
P0168,price,11,Smart Ring 168,Wearables,Smart Ring,48.47,Low Demand + High Problem,27.5
P0367,performance,11,Smart Fan 367,Home Appliances,Smart Fan,48.31,Moderate,27.5
P0213,price,11,Wireless Earbuds 213,Audio,Wireless Earbuds,48.11,Low Demand + High Problem,27.5
P0495,software,11,Tablet 495,Mobile,Tablet,48.06,Low Demand + High Problem,27.5
P0030,delivery,11,Tablet 30,Mobile,Tablet,47.76,Moderate,27.5
P0030,performance,11,Tablet 30,Mobile,Tablet,47.76,Moderate,27.5
P0194,performance,11,Air Purifier 194,Home Appliances,Air Purifier,47.47,Low Demand + High Problem,27.5
P0079,delivery,11,Smartphone 79,Mobile,Smartphone,47.1,Low Demand + High Problem,27.5
P0162,performance,11,Smart Light 162,Home Appliances,Smart Light,47.1,Low Demand + High Problem,27.5
P0162,price,11,Smart Light 162,Home Appliances,Smart Light,47.1,Low Demand + High Problem,27.5
P0204,comfort,11,Wireless Earbuds 204,Audio,Wireless Earbuds,47.09,Moderate,27.5
P0204,performance,11,Wireless Earbuds 204,Audio,Wireless Earbuds,47.09,Moderate,27.5
P0377,performance,11,Smart Ring 377,Wearables,Smart Ring,47.07,Moderate,27.5
P0067,software,11,Smart Fan 67,Home Appliances,Smart Fan,47.01,Low Demand + High Problem,27.5
P0395,delivery,11,Analog Watch 395,Watches,Analog Watch,46.98,Low Demand + High Problem,27.5
P0395,performance,11,Analog Watch 395,Watches,Analog Watch,46.98,Low Demand + High Problem,27.5
P0072,comfort,11,Smart Light 72,Home Appliances,Smart Light,46.94,Low Demand + High Problem,27.5
P0072,price,11,Smart Light 72,Home Appliances,Smart Light,46.94,Low Demand + High Problem,27.5
P0408,software,11,Smartphone 408,Mobile,Smartphone,46.53,Low Demand + High Problem,27.5
P0401,price,11,Headphones 401,Audio,Headphones,46.12,Low Demand + High Problem,27.5
P0309,price,11,Fitness Band 309,Wearables,Fitness Band,46.05,Low Demand + High Problem,27.5
P0226,software,11,Bluetooth Speaker 226,Audio,Bluetooth Speaker,45.76,Low Demand + High Problem,27.5
P0015,software,11,Smart Ring 15,Wearables,Smart Ring,45.62,Moderate,27.5
P0459,comfort,11,Smart Watch 459,Watches,Smart Watch,45.57,Low Demand + High Problem,27.5
P0097,software,11,Fitness Watch 97,Watches,Fitness Watch,45.42,Low Demand + High Problem,27.5
P0335,comfort,11,Headphones 335,Audio,Headphones,44.81,Low Demand + High Problem,27.5
P0429,delivery,11,Smart Ring 429,Wearables,Smart Ring,44.48,Low Demand + High Problem,27.5
P0143,performance,11,Headphones 143,Audio,Headphones,43.94,Moderate,27.5
P0143,software,11,Headphones 143,Audio,Headphones,43.94,Moderate,27.5
P0241,software,11,Wireless Earbuds 241,Audio,Wireless Earbuds,43.72,Low Demand + High Problem,27.5
P0272,comfort,11,Tablet 272,Mobile,Tablet,43.57,Low Demand + High Problem,27.5
P0073,comfort,11,Smartphone 73,Mobile,Smartphone,43.14,Low Demand + High Problem,27.5
P0073,performance,11,Smartphone 73,Mobile,Smartphone,43.14,Low Demand + High Problem,27.5
P0135,software,11,Smart Watch 135,Watches,Smart Watch,42.96,Low Demand + High Problem,27.5
P0141,performance,11,Wireless Earbuds 141,Audio,Wireless Earbuds,42.92,Low Demand + High Problem,27.5
P0141,price,11,Wireless Earbuds 141,Audio,Wireless Earbuds,42.92,Low Demand + High Problem,27.5
P0158,performance,11,Smartphone 158,Mobile,Smartphone,42.65,Low Demand + High Problem,27.5
P0489,performance,11,Headphones 489,Audio,Headphones,42.48,Moderate,27.5
P0259,price,11,Smart Fan 259,Home Appliances,Smart Fan,42.44,Moderate,27.5
P0314,price,11,Smart Light 314,Home Appliances,Smart Light,42.37,Low Demand + High Problem,27.5
P0066,price,11,Smart Fan 66,Home Appliances,Smart Fan,42.32,Low Demand + High Problem,27.5
P0066,software,11,Smart Fan 66,Home Appliances,Smart Fan,42.32,Low Demand + High Problem,27.5
P0330,delivery,11,Smart Watch 330,Watches,Smart Watch,42.22,Low Demand + High Problem,27.5
P0330,software,11,Smart Watch 330,Watches,Smart Watch,42.22,Low Demand + High Problem,27.5
P0399,performance,11,Analog Watch 399,Watches,Analog Watch,42.05,Moderate,27.5
P0399,price,11,Analog Watch 399,Watches,Analog Watch,42.05,Moderate,27.5
P0430,quality,11,Smart Light 430,Home Appliances,Smart Light,41.98,Moderate,27.5
P0157,performance,11,Smartphone 157,Mobile,Smartphone,41.97,Low Demand + High Problem,27.5
P0274,comfort,11,Smart Watch 274,Watches,Smart Watch,41.62,Low Demand + High Problem,27.5
P0089,comfort,11,Fitness Band 89,Wearables,Fitness Band,41.58,Low Demand + High Problem,27.5
P0190,delivery,11,Smart Light 190,Home Appliances,Smart Light,41.53,Low Demand + High Problem,27.5
P0190,software,11,Smart Light 190,Home Appliances,Smart Light,41.53,Low Demand + High Problem,27.5
P0371,comfort,11,Wireless Earbuds 371,Audio,Wireless Earbuds,41.38,Low Demand + High Problem,27.5
P0181,comfort,11,Smart Light 181,Home Appliances,Smart Light,41.26,Low Demand + High Problem,27.5
P0138,software,11,Smart Fan 138,Home Appliances,Smart Fan,41.05,Low Demand + High Problem,27.5
P0090,software,11,Smartphone 90,Mobile,Smartphone,40.21,Low Demand + High Problem,27.5
P0397,delivery,11,Fitness Band 397,Wearables,Fitness Band,40.2,Low Demand + High Problem,27.5
P0184,delivery,11,Smart Ring 184,Wearables,Smart Ring,39.8,Low Demand + High Problem,27.5
P0185,comfort,11,Smart Ring 185,Wearables,Smart Ring,39.75,Low Demand + High Problem,27.5
P0277,comfort,11,Smartphone 277,Mobile,Smartphone,39.7,Low Demand + High Problem,27.5
P0024,software,11,Fitness Band 24,Wearables,Fitness Band,39.68,Low Demand + High Problem,27.5
