product_id,product_name,category,complaint_category,complaint_count,problem_percentage
P0328,Smartphone 328,Mobile,comfort,12,10.526315789473683
P0081,Headphones 81,Audio,price,12,14.117647058823529
P0134,Smartphone 134,Mobile,comfort,12,11.320754716981133
P0135,Smart Watch 135,Watches,comfort,12,11.881188118811881
P0483,Smartphone 483,Mobile,software,12,10.909090909090908
P0484,Bluetooth Speaker 484,Audio,delivery,12,12.371134020618557
P0485,Smart Watch 485,Watches,price,12,9.75609756097561
P0010,Smart Light 10,Home Appliances,price,12,10.909090909090908
P0162,Smart Light 162,Home Appliances,comfort,12,11.009174311926607
P0162,Smart Light 162,Home Appliances,delivery,12,11.009174311926607
P0162,Smart Light 162,Home Appliances,software,12,11.009174311926607
P0163,Smart Ring 163,Wearables,performance,12,13.953488372093023
P0121,Fitness Band 121,Wearables,performance,12,11.76470588235294
P0122,Smart Fan 122,Home Appliances,comfort,12,12.0
P0158,Smartphone 158,Mobile,price,12,12.903225806451612
P0477,Fitness Watch 477,Watches,comfort,12,12.121212121212121
P0480,Headphones 480,Audio,delivery,12,12.76595744680851
P0164,Smart Fan 164,Home Appliances,comfort,12,11.76470588235294
P0165,Bluetooth Speaker 165,Audio,price,12,11.320754716981133
P0012,Fitness Band 12,Wearables,price,12,11.538461538461538
P0136,Tablet 136,Mobile,delivery,12,11.11111111111111
P0319,Smart Ring 319,Wearables,comfort,12,11.320754716981133
P0083,Air Purifier 83,Home Appliances,comfort,12,10.256410256410255
P0083,Air Purifier 83,Home Appliances,delivery,12,10.256410256410255
P0136,Tablet 136,Mobile,performance,12,11.11111111111111
P0137,Analog Watch 137,Watches,software,12,12.121212121212121
P0138,Smart Fan 138,Home Appliances,delivery,12,11.76470588235294
P0138,Smart Fan 138,Home Appliances,price,12,11.76470588235294
P0315,Bluetooth Speaker 315,Audio,performance,12,11.214953271028037
P0215,Smart Light 215,Home Appliances,performance,12,12.371134020618557
P0223,Smartphone 223,Mobile,software,12,12.76595744680851
P0224,Air Purifier 224,Home Appliances,comfort,12,13.043478260869565
P0224,Air Purifier 224,Home Appliances,software,12,13.043478260869565
P0016,Air Purifier 16,Home Appliances,software,12,13.186813186813188
P0470,Smart Light 470,Home Appliances,software,12,11.538461538461538
P0259,Smart Fan 259,Home Appliances,performance,12,13.333333333333334
P0472,Smartphone 472,Mobile,performance,12,13.333333333333334
P0473,Analog Watch 473,Watches,comfort,12,11.650485436893204
P0013,Smart Ring 13,Wearables,delivery,12,11.320754716981133
P0013,Smart Ring 13,Wearables,price,12,11.320754716981133
P0014,Fitness Band 14,Wearables,comfort,12,12.76595744680851
P0167,Fitness Watch 167,Watches,quality,12,13.333333333333334
P0225,Smart Fan 225,Home Appliances,performance,12,11.320754716981133
P0336,Tablet 336,Mobile,performance,12,12.5
P0337,Analog Watch 337,Watches,delivery,12,10.434782608695652
P0337,Analog Watch 337,Watches,price,12,10.434782608695652
P0339,Wireless Earbuds 339,Audio,price,12,10.526315789473683
P0077,Fitness Watch 77,Watches,price,12,12.631578947368421
P0077,Fitness Watch 77,Watches,quality,12,12.631578947368421
P0078,Smart Ring 78,Wearables,delivery,12,12.0
P0245,Smart Ring 245,Wearables,quality,12,15.0
P0463,Air Purifier 463,Home Appliances,software,12,11.11111111111111
P0171,Smart Watch 171,Watches,performance,12,15.384615384615385
P0019,Fitness Watch 19,Watches,price,12,9.30232558139535
P0170,Tablet 170,Mobile,software,12,14.117647058823529
P0469,Smart Ring 469,Wearables,delivery,12,12.5
P0343,Tablet 343,Mobile,delivery,12,10.526315789473683
P0094,Smart Ring 94,Wearables,comfort,12,10.344827586206897
P0311,Smart Light 311,Home Appliances,performance,12,13.333333333333334
P0313,Smart Watch 313,Watches,comfort,12,10.81081081081081
P0075,Fitness Watch 75,Watches,comfort,12,11.428571428571429
P0075,Fitness Watch 75,Watches,software,12,11.428571428571429
P0076,Smart Fan 76,Home Appliances,delivery,12,11.881188118811881
P0305,Fitness Band 305,Wearables,software,12,10.434782608695652
P0116,Smart Fan 116,Home Appliances,software,12,13.953488372093023
P0263,Smart Light 263,Home Appliances,performance,12,12.631578947368421
P0023,Air Purifier 23,Home Appliances,software,12,11.320754716981133
P0024,Fitness Band 24,Wearables,comfort,12,12.0
P0456,Bluetooth Speaker 456,Audio,price,12,13.48314606741573
P0174,Tablet 174,Mobile,delivery,12,12.631578947368421
P0154,Smart Fan 154,Home Appliances,software,12,12.76595744680851
P0460,Headphones 460,Audio,quality,12,14.285714285714285
P0462,Smart Ring 462,Wearables,price,12,11.881188118811881
P0093,Tablet 93,Mobile,comfort,12,11.11111111111111
P0093,Tablet 93,Mobile,delivery,12,11.11111111111111
P0349,Smart Fan 349,Home Appliances,comfort,12,13.636363636363635
P0210,Tablet 210,Mobile,performance,12,12.0
P0139,Analog Watch 139,Watches,price,12,9.75609756097561
P0226,Bluetooth Speaker 226,Audio,price,12,11.428571428571429
P0227,Smart Ring 227,Wearables,delivery,12,12.0
P0450,Fitness Band 450,Wearables,comfort,12,13.636363636363635
P0450,Fitness Band 450,Wearables,performance,12,13.636363636363635
P0451,Bluetooth Speaker 451,Audio,comfort,12,10.714285714285714
P0026,Headphones 26,Audio,price,12,11.538461538461538
P0453,Smartphone 453,Mobile,delivery,12,10.344827586206897
P0022,Analog Watch 22,Watches,comfort,12,11.11111111111111
P0132,Fitness Band 132,Wearables,performance,12,12.371134020618557
P0132,Fitness Band 132,Wearables,software,12,12.371134020618557
P0097,Fitness Watch 97,Watches,performance,12,10.526315789473683
P0351,Tablet 351,Mobile,performance,12,12.76595744680851
P0355,Analog Watch 355,Watches,price,12,13.186813186813188
P0207,Wireless Earbuds 207,Audio,software,12,12.121212121212121
P0208,Fitness Watch 208,Watches,delivery,12,12.631578947368421
P0210,Tablet 210,Mobile,delivery,12,12.0
P0304,Bluetooth Speaker 304,Audio,comfort,12,12.371134020618557
P0304,Bluetooth Speaker 304,Audio,performance,12,12.371134020618557
P0095,Analog Watch 95,Watches,price,12,11.650485436893204
P0142,Smart Fan 142,Home Appliances,price,12,9.75609756097561
P0207,Wireless Earbuds 207,Audio,delivery,12,12.121212121212121
P0114,Smart Light 114,Home Appliances,delivery,12,11.11111111111111
P0115,Air Purifier 115,Home Appliances,comfort,12,10.714285714285714
P0267,Smartphone 267,Mobile,software,12,12.903225806451612
P0178,Fitness Watch 178,Watches,quality,12,16.216216216216218
P0179,Fitness Band 179,Wearables,performance,12,12.244897959183673
P0447,Smartphone 447,Mobile,price,12,11.428571428571429
P0363,Tablet 363,Mobile,delivery,12,11.76470588235294
P0098,Analog Watch 98,Watches,performance,12,12.76595744680851
P0099,Bluetooth Speaker 99,Audio,price,12,11.11111111111111
P0064,Fitness Band 64,Wearables,software,12,12.244897959183673
P0366,Air Purifier 366,Home Appliances,performance,12,13.186813186813188
P0368,Headphones 368,Audio,software,12,13.793103448275861
P0269,Smartphone 269,Mobile,price,12,11.009174311926607
P0269,Smartphone 269,Mobile,software,12,11.009174311926607
P0270,Smart Watch 270,Watches,performance,12,12.5
P0271,Tablet 271,Mobile,delivery,12,11.428571428571429
P0180,Smart Light 180,Home Appliances,comfort,12,12.903225806451612
P0026,Headphones 26,Audio,software,12,11.538461538461538
P0027,Smart Ring 27,Wearables,performance,12,11.650485436893204
P0447,Smartphone 447,Mobile,comfort,12,11.428571428571429
P0370,Tablet 370,Mobile,delivery,12,11.538461538461538
P0370,Tablet 370,Mobile,price,12,11.538461538461538
P0229,Smart Light 229,Home Appliances,price,12,13.043478260869565
P0229,Smart Light 229,Home Appliances,software,12,13.043478260869565
P0204,Wireless Earbuds 204,Audio,delivery,12,13.793103448275861
P0141,Wireless Earbuds 141,Audio,comfort,12,11.214953271028037
P0141,Wireless Earbuds 141,Audio,delivery,12,11.214953271028037
P0141,Wireless Earbuds 141,Audio,software,12,11.214953271028037
P0370,Tablet 370,Mobile,software,12,11.538461538461538
P0240,Tablet 240,Mobile,performance,12,13.48314606741573
P0032,Smartphone 32,Mobile,software,12,11.11111111111111
P0033,Smart Watch 33,Watches,delivery,12,10.526315789473683
P0438,Fitness Band 438,Wearables,comfort,12,14.457831325301203
P0029,Smart Light 29,Home Appliances,price,12,11.538461538461538
P0029,Smart Light 29,Home Appliances,software,12,11.538461538461538
P0268,Fitness Band 268,Wearables,software,12,13.333333333333334
P0062,Tablet 62,Mobile,comfort,12,13.043478260869565
P0062,Tablet 62,Mobile,price,12,13.043478260869565
P0372,Smart Watch 372,Watches,delivery,12,10.714285714285714
P0060,Smartphone 60,Mobile,price,12,13.48314606741573
P0058,Bluetooth Speaker 58,Audio,performance,12,11.009174311926607
P0378,Tablet 378,Mobile,software,12,11.881188118811881
P0379,Bluetooth Speaker 379,Audio,software,12,12.371134020618557
P0232,Smart Ring 232,Wearables,delivery,12,15.789473684210526
P0381,Bluetooth Speaker 381,Audio,price,12,12.5
P0385,Tablet 385,Mobile,comfort,12,12.5
P0385,Tablet 385,Mobile,price,12,12.5
P0387,Fitness Band 387,Wearables,software,12,11.76470588235294
P0112,Smart Light 112,Home Appliances,delivery,12,11.11111111111111
P0182,Fitness Band 182,Wearables,software,12,12.371134020618557
P0183,Wireless Earbuds 183,Audio,comfort,12,11.650485436893204
P0183,Wireless Earbuds 183,Audio,delivery,12,11.650485436893204
P0184,Smart Ring 184,Wearables,price,12,10.526315789473683
P0185,Smart Ring 185,Wearables,performance,12,10.714285714285714
P0431,Bluetooth Speaker 431,Audio,price,12,14.285714285714285
P0432,Air Purifier 432,Home Appliances,price,12,12.76595744680851
P0435,Bluetooth Speaker 435,Audio,delivery,12,11.428571428571429
P0435,Bluetooth Speaker 435,Audio,price,12,11.428571428571429
P0240,Tablet 240,Mobile,comfort,12,13.48314606741573
P0110,Smart Ring 110,Wearables,software,12,9.090909090909092
P0277,Smartphone 277,Mobile,performance,12,12.903225806451612
P0037,Analog Watch 37,Watches,comfort,12,10.909090909090908
P0426,Headphones 426,Audio,software,12,13.333333333333334
P0427,Analog Watch 427,Watches,performance,12,15.0
P0430,Smart Light 430,Home Appliances,delivery,12,13.793103448275861
P0033,Smart Watch 33,Watches,software,12,10.526315789473683
P0052,Bluetooth Speaker 52,Audio,performance,12,13.953488372093023
P0053,Tablet 53,Mobile,delivery,12,11.538461538461538
P0291,Wireless Earbuds 291,Audio,software,12,10.909090909090908
P0196,Smart Ring 196,Wearables,performance,12,13.48314606741573
P0196,Smart Ring 196,Wearables,quality,12,13.48314606741573
P0196,Smart Ring 196,Wearables,software,12,13.48314606741573
P0198,Smart Ring 198,Wearables,delivery,12,11.881188118811881
P0198,Smart Ring 198,Wearables,performance,12,11.881188118811881
P0288,Smart Ring 288,Wearables,delivery,12,11.881188118811881
P0290,Fitness Band 290,Wearables,comfort,12,12.371134020618557
P0051,Air Purifier 51,Home Appliances,delivery,12,11.320754716981133
P0396,Fitness Watch 396,Watches,price,12,12.0
P0397,Fitness Band 397,Wearables,comfort,12,10.256410256410255
P0146,Air Purifier 146,Home Appliances,price,12,10.714285714285714
P0287,Analog Watch 287,Watches,price,12,12.244897959183673
P0420,Smart Ring 420,Wearables,performance,12,12.631578947368421
P0421,Air Purifier 421,Home Appliances,comfort,12,10.344827586206897
P0239,Tablet 239,Mobile,comfort,12,11.538461538461538
P0150,Tablet 150,Mobile,software,12,11.76470588235294
P0151,Smart Ring 151,Wearables,performance,12,13.636363636363635
P0422,Tablet 422,Mobile,software,12,12.5
P0423,Air Purifier 423,Home Appliances,delivery,12,16.0
P0424,Smart Ring 424,Wearables,price,12,12.244897959183673
P0036,Smart Watch 36,Watches,comfort,12,11.650485436893204
P0109,Smart Fan 109,Home Appliances,performance,12,13.636363636363635
P0040,Analog Watch 40,Watches,performance,12,13.48314606741573
P0041,Headphones 41,Audio,delivery,12,10.344827586206897
P0281,Smart Ring 281,Wearables,performance,12,12.76595744680851
P0042,Smart Watch 42,Watches,price,12,10.714285714285714
P0417,Smart Light 417,Home Appliances,comfort,12,12.244897959183673
P0189,Smartphone 189,Mobile,price,12,15.584415584415584
P0418,Smart Fan 418,Home Appliances,software,12,14.285714285714285
P0419,Fitness Band 419,Wearables,comfort,12,10.084033613445378
P0232,Smart Ring 232,Wearables,software,12,15.789473684210526
P0234,Air Purifier 234,Home Appliances,comfort,12,12.631578947368421
P0235,Smartphone 235,Mobile,comfort,12,10.344827586206897
P0398,Wireless Earbuds 398,Audio,price,12,12.121212121212121
P0400,Analog Watch 400,Watches,price,12,12.76595744680851
P0047,Smart Fan 47,Home Appliances,delivery,12,12.121212121212121
P0048,Smart Watch 48,Watches,software,12,11.320754716981133
P0049,Smart Fan 49,Home Appliances,comfort,12,11.538461538461538
P0402,Wireless Earbuds 402,Audio,comfort,12,11.881188118811881
P0403,Smart Watch 403,Watches,delivery,12,12.903225806451612
P0191,Headphones 191,Audio,price,12,11.009174311926607
P0282,Smartphone 282,Mobile,price,12,11.11111111111111
P0282,Smartphone 282,Mobile,software,12,11.11111111111111
P0127,Smartphone 127,Mobile,delivery,12,11.650485436893204
P0283,Headphones 283,Audio,delivery,12,11.76470588235294
P0411,Smart Fan 411,Home Appliances,performance,12,12.121212121212121
P0412,Air Purifier 412,Home Appliances,quality,12,11.650485436893204
P0192,Bluetooth Speaker 192,Audio,delivery,12,10.619469026548673
P0192,Bluetooth Speaker 192,Audio,price,12,10.619469026548673
P0194,Air Purifier 194,Home Appliances,delivery,12,12.244897959183673
P0283,Headphones 283,Audio,performance,12,11.76470588235294
P0284,Wireless Earbuds 284,Audio,delivery,12,12.121212121212121
P0405,Air Purifier 405,Home Appliances,performance,12,12.631578947368421
P0046,Bluetooth Speaker 46,Audio,delivery,12,10.909090909090908
P0047,Smart Fan 47,Home Appliances,comfort,12,12.121212121212121
P0406,Fitness Band 406,Wearables,performance,12,11.538461538461538
P0406,Fitness Band 406,Wearables,price,12,11.538461538461538
P0407,Fitness Band 407,Wearables,delivery,12,12.121212121212121
P0282,Smartphone 282,Mobile,comfort,12,11.11111111111111
P0282,Smartphone 282,Mobile,delivery,12,11.11111111111111
P0004,Headphones 4,Audio,performance,12,16.216216216216218
P0321,Smart Ring 321,Wearables,price,12,11.11111111111111
P0219,Smart Ring 219,Wearables,delivery,12,10.619469026548673
P0220,Smart Ring 220,Wearables,price,12,12.76595744680851
P0324,Air Purifier 324,Home Appliances,software,12,11.76470588235294
P0085,Fitness Band 85,Wearables,comfort,12,9.67741935483871
P0085,Fitness Band 85,Wearables,delivery,12,9.67741935483871
P0085,Fitness Band 85,Wearables,price,12,9.67741935483871
P0085,Fitness Band 85,Wearables,software,12,9.67741935483871
P0252,Smartphone 252,Mobile,software,12,12.244897959183673
P0488,Smart Light 488,Home Appliances,software,12,11.214953271028037
P0490,Smart Light 490,Home Appliances,comfort,12,13.043478260869565
P0006,Headphones 6,Audio,comfort,12,11.320754716981133
P0492,Smart Ring 492,Wearables,performance,12,11.881188118811881
P0496,Fitness Band 496,Wearables,comfort,12,10.81081081081081
P0160,Smart Fan 160,Home Appliances,price,11,9.401709401709402
P0499,Tablet 499,Mobile,software,11,10.091743119266056
P0495,Tablet 495,Mobile,software,11,10.476190476190476
P0492,Smart Ring 492,Wearables,software,11,10.891089108910892
P0491,Tablet 491,Mobile,software,11,10.377358490566039
P0008,Headphones 8,Audio,delivery,11,10.784313725490197
P0006,Headphones 6,Audio,price,11,10.377358490566039
P0489,Headphones 489,Audio,performance,11,13.253012048192772
P0488,Smart Light 488,Home Appliances,delivery,11,10.2803738317757
P0487,Air Purifier 487,Home Appliances,delivery,11,10.2803738317757
P0252,Smartphone 252,Mobile,performance,11,11.224489795918368
P0084,Fitness Band 84,Wearables,software,11,9.243697478991598
P0324,Air Purifier 324,Home Appliances,price,11,10.784313725490197
P0221,Tablet 221,Mobile,performance,11,11.956521739130435
P0219,Smart Ring 219,Wearables,software,11,9.734513274336283
P0161,Smartphone 161,Mobile,software,11,11.34020618556701
P0162,Smart Light 162,Home Appliances,performance,11,10.091743119266056
P0162,Smart Light 162,Home Appliances,price,11,10.091743119266056
P0487,Air Purifier 487,Home Appliances,comfort,11,10.2803738317757
P0158,Smartphone 158,Mobile,performance,11,11.827956989247312
P0477,Fitness Watch 477,Watches,performance,11,11.11111111111111
P0255,Bluetooth Speaker 255,Audio,price,11,11.956521739130435
P0256,Smartphone 256,Mobile,comfort,11,10.784313725490197
P0256,Smartphone 256,Mobile,delivery,11,10.784313725490197
P0011,Smartphone 11,Mobile,comfort,11,12.643678160919542
P0011,Smartphone 11,Mobile,software,11,12.643678160919542
P0167,Fitness Watch 167,Watches,comfort,11,12.222222222222221
P0482,Smartphone 482,Mobile,delivery,11,12.222222222222221
P0483,Smartphone 483,Mobile,comfort,11,10.0
P0135,Smart Watch 135,Watches,software,11,10.891089108910892
P0318,Bluetooth Speaker 318,Audio,software,11,9.565217391304348
P0238,Air Purifier 238,Home Appliances,delivery,11,13.750000000000002
P0150,Tablet 150,Mobile,comfort,11,10.784313725490197
P0151,Smart Ring 151,Wearables,software,11,12.5
P0423,Air Purifier 423,Home Appliances,performance,11,14.666666666666666
P0279,Tablet 279,Mobile,delivery,11,9.649122807017543
P0280,Smartphone 280,Mobile,comfort,11,10.784313725490197
P0280,Smartphone 280,Mobile,delivery,11,10.784313725490197
P0281,Smart Ring 281,Wearables,delivery,11,11.702127659574469
P0041,Headphones 41,Audio,price,11,9.482758620689655
P0042,Smart Watch 42,Watches,performance,11,9.821428571428571
P0415,Fitness Band 415,Wearables,price,11,11.34020618556701
P0188,Headphones 188,Audio,comfort,11,9.243697478991598
P0399,Analog Watch 399,Watches,performance,11,15.068493150684931
P0399,Analog Watch 399,Watches,price,11,15.068493150684931
P0400,Analog Watch 400,Watches,comfort,11,11.702127659574469
P0400,Analog Watch 400,Watches,software,11,11.702127659574469
P0100,Bluetooth Speaker 100,Audio,performance,11,11.458333333333332
P0390,Smart Light 390,Home Appliances,comfort,11,10.091743119266056
P0390,Smart Light 390,Home Appliances,software,11,10.091743119266056
P0391,Smart Light 391,Home Appliances,performance,11,10.679611650485436
P0391,Smart Light 391,Home Appliances,software,11,10.679611650485436
P0103,Fitness Band 103,Wearables,software,11,10.0
P0291,Wireless Earbuds 291,Audio,comfort,11,10.0
P0050,Analog Watch 50,Watches,price,11,11.702127659574469
P0395,Analog Watch 395,Watches,delivery,11,11.0
P0395,Analog Watch 395,Watches,performance,11,11.0
P0194,Air Purifier 194,Home Appliances,performance,11,11.224489795918368
P0146,Air Purifier 146,Home Appliances,delivery,11,9.821428571428571
P0146,Air Purifier 146,Home Appliances,software,11,9.821428571428571
P0397,Fitness Band 397,Wearables,delivery,11,9.401709401709402
P0420,Smart Ring 420,Wearables,delivery,11,11.578947368421053
P0237,Tablet 237,Mobile,software,11,11.224489795918368
P0184,Smart Ring 184,Wearables,delivery,11,9.649122807017543
P0185,Smart Ring 185,Wearables,comfort,11,9.821428571428571
P0035,Smartphone 35,Mobile,delivery,11,9.734513274336283
P0434,Analog Watch 434,Watches,delivery,11,10.576923076923077
P0110,Smart Ring 110,Wearables,comfort,11,8.333333333333332
P0110,Smart Ring 110,Wearables,price,11,8.333333333333332
P0276,Fitness Watch 276,Watches,software,11,10.377358490566039
P0277,Smartphone 277,Mobile,comfort,11,11.827956989247312
P0429,Smart Ring 429,Wearables,delivery,11,11.458333333333332
P0430,Smart Light 430,Home Appliances,quality,11,12.643678160919542
P0431,Bluetooth Speaker 431,Audio,comfort,11,13.095238095238097
P0182,Fitness Band 182,Wearables,price,11,11.34020618556701
P0112,Smart Light 112,Home Appliances,comfort,11,10.185185185185185
P0389,Fitness Watch 389,Watches,software,11,11.34020618556701
P0052,Bluetooth Speaker 52,Audio,price,11,12.790697674418606
P0291,Wireless Earbuds 291,Audio,price,11,10.0
P0375,Headphones 375,Audio,price,11,11.578947368421053
P0144,Smart Fan 144,Home Appliances,software,11,10.185185185185185
P0202,Fitness Watch 202,Watches,comfort,11,11.11111111111111
P0377,Smart Ring 377,Wearables,performance,11,13.924050632911392
P0058,Bluetooth Speaker 58,Audio,comfort,11,10.091743119266056
P0198,Smart Ring 198,Wearables,software,11,10.891089108910892
P0143,Headphones 143,Audio,performance,11,12.941176470588237
P0143,Headphones 143,Audio,software,11,12.941176470588237
P0144,Smart Fan 144,Home Appliances,comfort,11,10.185185185185185
P0383,Smart Ring 383,Wearables,performance,11,10.891089108910892
P0383,Smart Ring 383,Wearables,software,11,10.891089108910892
P0384,Bluetooth Speaker 384,Audio,comfort,11,10.784313725490197
P0384,Bluetooth Speaker 384,Audio,software,11,10.784313725490197
P0388,Smart Fan 388,Home Appliances,delivery,11,11.34020618556701
P0388,Smart Fan 388,Home Appliances,price,11,11.34020618556701
P0274,Smart Watch 274,Watches,comfort,11,10.891089108910892
P0371,Wireless Earbuds 371,Audio,comfort,11,11.578947368421053
P0061,Wireless Earbuds 61,Audio,delivery,11,10.476190476190476
P0125,Air Purifier 125,Home Appliances,price,11,9.166666666666666
P0126,Tablet 126,Mobile,delivery,11,10.679611650485436
P0032,Smartphone 32,Mobile,comfort,11,10.185185185185185
P0032,Smartphone 32,Mobile,delivery,11,10.185185185185185
P0032,Smartphone 32,Mobile,performance,11,10.185185185185185
P0438,Fitness Band 438,Wearables,performance,11,13.253012048192772
P0438,Fitness Band 438,Wearables,price,11,13.253012048192772
P0030,Tablet 30,Mobile,delivery,11,11.827956989247312
P0030,Tablet 30,Mobile,performance,11,11.827956989247312
P0372,Smart Watch 372,Watches,comfort,11,9.821428571428571
P0298,Smartphone 298,Mobile,performance,11,11.0
P0298,Smartphone 298,Mobile,price,11,11.0
P0299,Smart Ring 299,Wearables,price,11,12.222222222222221
P0059,Air Purifier 59,Home Appliances,software,11,10.185185185185185
P0366,Air Purifier 366,Home Appliances,software,11,12.087912087912088
P0367,Smart Fan 367,Home Appliances,performance,11,11.0
P0369,Air Purifier 369,Home Appliances,comfort,11,9.821428571428571
P0271,Tablet 271,Mobile,comfort,11,10.476190476190476
P0272,Tablet 272,Mobile,comfort,11,9.90990990990991
P0181,Smart Light 181,Home Appliances,comfort,11,9.090909090909092
P0440,Fitness Band 440,Wearables,software,11,11.11111111111111
P0441,Smartphone 441,Mobile,price,11,11.0
P0442,Smartphone 442,Mobile,software,11,11.11111111111111
P0027,Smart Ring 27,Wearables,price,11,10.679611650485436
P0446,Tablet 446,Mobile,software,11,12.087912087912088
P0369,Air Purifier 369,Home Appliances,delivery,11,9.821428571428571
P0204,Wireless Earbuds 204,Audio,comfort,11,12.643678160919542
P0204,Wireless Earbuds 204,Audio,performance,11,12.643678160919542
P0141,Wireless Earbuds 141,Audio,performance,11,10.2803738317757
P0141,Wireless Earbuds 141,Audio,price,11,10.2803738317757
P0178,Fitness Watch 178,Watches,performance,11,14.864864864864865
P0266,Headphones 266,Audio,comfort,11,8.94308943089431
P0113,Smart Watch 113,Watches,price,11,11.34020618556701
P0153,Fitness Band 153,Wearables,delivery,11,12.643678160919542
P0153,Fitness Band 153,Wearables,price,11,12.643678160919542
P0448,Smart Fan 448,Home Appliances,comfort,11,11.224489795918368
P0241,Wireless Earbuds 241,Audio,software,11,11.702127659574469
P0242,Smart Light 242,Home Appliances,comfort,11,10.377358490566039
P0242,Smart Light 242,Home Appliances,software,11,10.377358490566039
P0097,Fitness Watch 97,Watches,software,11,9.649122807017543
P0098,Analog Watch 98,Watches,software,11,11.702127659574469
P0099,Bluetooth Speaker 99,Audio,comfort,11,10.185185185185185
P0364,Bluetooth Speaker 364,Audio,delivery,11,11.578947368421053
P0063,Fitness Band 63,Wearables,delivery,11,10.2803738317757
P0064,Fitness Band 64,Wearables,comfort,11,11.224489795918368
P0065,Smart Ring 65,Wearables,delivery,11,11.0
P0352,Smart Ring 352,Wearables,delivery,11,13.580246913580247
P0067,Smart Fan 67,Home Appliances,software,11,10.576923076923077
P0068,Headphones 68,Audio,price,11,11.0
P0356,Air Purifier 356,Home Appliances,comfort,11,10.576923076923077
P0357,Tablet 357,Mobile,quality,11,14.666666666666666
P0208,Fitness Watch 208,Watches,software,11,11.578947368421053
P0303,Fitness Watch 303,Watches,software,11,11.224489795918368
P0096,Smart Watch 96,Watches,comfort,11,12.087912087912088
P0360,Analog Watch 360,Watches,delivery,11,11.458333333333332
P0065,Smart Ring 65,Wearables,software,11,11.0
P0066,Smart Fan 66,Home Appliances,price,11,10.091743119266056
P0066,Smart Fan 66,Home Appliances,software,11,10.091743119266056
P0205,Tablet 205,Mobile,performance,11,12.941176470588237
P0205,Tablet 205,Mobile,price,11,12.941176470588237
P0205,Tablet 205,Mobile,quality,11,12.941176470588237
P0447,Smartphone 447,Mobile,delivery,11,10.476190476190476
P0349,Smart Fan 349,Home Appliances,performance,11,12.5
P0226,Bluetooth Speaker 226,Audio,software,11,10.476190476190476
P0243,Bluetooth Speaker 243,Audio,price,11,12.643678160919542
P0244,Air Purifier 244,Home Appliances,comfort,11,10.784313725490197
P0264,Tablet 264,Mobile,quality,11,14.473684210526317
P0450,Fitness Band 450,Wearables,price,11,12.5
P0451,Bluetooth Speaker 451,Audio,delivery,11,9.821428571428571
P0024,Fitness Band 24,Wearables,software,11,11.0
P0453,Smartphone 453,Mobile,software,11,9.482758620689655
P0455,Fitness Band 455,Wearables,performance,11,11.702127659574469
P0116,Smart Fan 116,Home Appliances,performance,11,12.790697674418606
P0116,Smart Fan 116,Home Appliances,price,11,12.790697674418606
P0227,Smart Ring 227,Wearables,price,11,11.0
P0133,Wireless Earbuds 133,Audio,comfort,11,10.476190476190476
P0072,Smart Light 72,Home Appliances,comfort,11,10.891089108910892
P0351,Tablet 351,Mobile,software,11,11.702127659574469
P0345,Tablet 345,Mobile,software,11,10.891089108910892
P0306,Fitness Band 306,Wearables,performance,11,10.476190476190476
P0262,Headphones 262,Audio,comfort,11,11.34020618556701
P0458,Headphones 458,Audio,software,11,12.643678160919542
P0459,Smart Watch 459,Watches,comfort,11,9.090909090909092
P0460,Headphones 460,Audio,performance,11,13.095238095238097
P0020,Air Purifier 20,Home Appliances,price,11,10.891089108910892
P0021,Wireless Earbuds 21,Audio,price,11,11.702127659574469
P0245,Smart Ring 245,Wearables,price,11,13.750000000000002
P0308,Smart Watch 308,Watches,delivery,11,9.90990990990991
P0309,Fitness Band 309,Wearables,price,11,10.0
P0072,Smart Light 72,Home Appliances,price,11,10.891089108910892
P0073,Smartphone 73,Mobile,comfort,11,10.784313725490197
P0073,Smartphone 73,Mobile,performance,11,10.784313725490197
P0138,Smart Fan 138,Home Appliances,software,11,10.784313725490197
P0139,Analog Watch 139,Watches,delivery,11,8.94308943089431
P0123,Smart Watch 123,Watches,software,11,9.90990990990991
P0124,Smart Ring 124,Wearables,comfort,11,10.784313725490197
P0261,Analog Watch 261,Watches,price,11,10.476190476190476
P0463,Air Purifier 463,Home Appliances,price,11,10.185185185185185
P0173,Smartphone 173,Mobile,comfort,11,11.702127659574469
P0173,Smartphone 173,Mobile,delivery,11,11.702127659574469
P0464,Smart Light 464,Home Appliances,price,11,12.790697674418606
P0467,Air Purifier 467,Home Appliances,performance,11,14.666666666666666
P0168,Smart Ring 168,Wearables,price,11,11.458333333333332
P0169,Analog Watch 169,Watches,comfort,11,12.790697674418606
P0214,Fitness Band 214,Wearables,comfort,11,10.576923076923077
P0312,Smart Watch 312,Watches,comfort,11,10.679611650485436
P0075,Fitness Watch 75,Watches,performance,11,10.476190476190476
P0076,Smart Fan 76,Home Appliances,comfort,11,10.891089108910892
P0076,Smart Fan 76,Home Appliances,price,11,10.891089108910892
P0076,Smart Fan 76,Home Appliances,software,11,10.891089108910892
P0224,Air Purifier 224,Home Appliances,price,11,11.956521739130435
P0015,Smart Ring 15,Wearables,software,11,11.956521739130435
P0470,Smart Light 470,Home Appliances,comfort,11,10.576923076923077
