product_id,product_name,category,subcategory,price,rating,total_sales,return_rate,complaint_count,negative_percentage,average_rating,demand_score,problem_score,negative_review_score,demand_problem_score,demand_problem_category
P0048,Smart Watch 48,Watches,Smart Watch,45092,4.6,19813,0.013,106,27.27,3.32,19.98,80.3,27.27,42.55,Low Demand + High Problem
P0489,Headphones 489,Audio,Headphones,39076,3.8,34539,0.036,83,24.0,3.43,34.83,62.88,24.0,42.48,Moderate
P0414,Wireless Earbuds 414,Audio,Wireless Earbuds,26748,4.6,25479,0.11,101,20.65,3.47,25.69,76.52,20.65,42.47,Low Demand + High Problem
P0259,Smart Fan 259,Home Appliances,Smart Fan,6550,4.2,32316,0.09,90,19.57,3.47,32.59,68.18,19.57,42.44,Moderate
P0314,Smart Light 314,Home Appliances,Smart Light,24601,4.7,22373,0.061,104,23.2,3.36,22.56,78.79,23.2,42.37,Low Demand + High Problem
P0066,Smart Fan 66,Home Appliances,Smart Fan,42653,4.0,20552,0.071,109,20.45,3.53,20.72,82.58,20.45,42.32,Low Demand + High Problem
P0330,Smart Watch 330,Watches,Smart Watch,5041,4.9,17633,0.038,113,21.3,3.49,17.78,85.61,21.3,42.22,Low Demand + High Problem
P0399,Analog Watch 399,Watches,Analog Watch,43227,4.9,39300,0.047,73,24.3,3.42,39.63,55.3,24.3,42.05,Moderate
P0231,Smartphone 231,Mobile,Smartphone,44267,3.9,36564,0.019,81,19.63,3.5,36.87,61.36,19.63,41.99,Moderate
P0430,Smart Light 430,Home Appliances,Smart Light,36195,3.8,28464,0.103,87,30.0,3.37,28.7,65.91,30.0,41.98,Moderate
P0157,Smartphone 157,Mobile,Smartphone,11506,4.7,19813,0.126,101,31.0,3.29,19.98,76.52,31.0,41.97,Low Demand + High Problem
P0130,Fitness Band 130,Wearables,Fitness Band,40911,4.6,35554,0.014,82,19.79,3.52,35.85,62.12,19.79,41.83,Moderate
P0274,Smart Watch 274,Watches,Smart Watch,23483,4.4,22042,0.14,101,24.21,3.37,22.23,76.52,24.21,41.62,Low Demand + High Problem
P0089,Fitness Band 89,Wearables,Fitness Band,19876,4.4,16415,0.014,108,27.45,3.34,16.55,81.82,27.45,41.58,Low Demand + High Problem
P0190,Smart Light 190,Home Appliances,Smart Light,28402,4.7,21432,0.124,96,31.76,3.19,21.61,72.73,31.76,41.53,Low Demand + High Problem
P0093,Tablet 93,Mobile,Tablet,39465,4.3,19976,0.073,108,18.85,3.52,20.14,81.82,18.85,41.47,Low Demand + High Problem
P0371,Wireless Earbuds 371,Audio,Wireless Earbuds,30913,3.8,26597,0.048,95,20.62,3.51,26.82,71.97,20.62,41.38,Low Demand + High Problem
P0181,Smart Light 181,Home Appliances,Smart Light,5833,3.7,10220,0.073,121,22.68,3.35,10.31,91.67,22.68,41.26,Low Demand + High Problem
P0490,Smart Light 490,Home Appliances,Smart Light,23485,4.0,28094,0.069,92,19.75,3.57,28.33,69.7,19.75,41.09,Moderate
P0138,Smart Fan 138,Home Appliances,Smart Fan,8548,4.8,23027,0.122,102,17.76,3.48,23.22,77.27,17.76,41.05,Low Demand + High Problem
P0019,Fitness Watch 19,Watches,Fitness Watch,42359,3.3,4617,0.13,129,23.76,3.46,4.66,97.73,23.76,41.05,Low Demand + High Problem
P0003,Smart Light 3,Home Appliances,Smart Light,19231,3.2,21426,0.108,101,22.0,3.54,21.61,76.52,22.0,40.9,Low Demand + High Problem
P0260,Headphones 260,Audio,Headphones,20734,3.4,22416,0.071,100,19.81,3.42,22.6,75.76,19.81,40.65,Low Demand + High Problem
P0034,Bluetooth Speaker 34,Audio,Bluetooth Speaker,42565,4.1,33414,0.137,82,18.28,3.52,33.69,62.12,18.28,40.56,Moderate
P0461,Headphones 461,Audio,Headphones,40749,4.7,22856,0.041,94,26.0,3.26,23.05,71.21,26.0,40.5,Low Demand + High Problem
P0101,Bluetooth Speaker 101,Audio,Bluetooth Speaker,28004,4.5,22780,0.035,93,26.67,3.3,22.97,70.45,26.67,40.33,Low Demand + High Problem
P0444,Fitness Band 444,Wearables,Fitness Band,20048,3.6,26375,0.112,88,24.68,3.32,26.6,66.67,24.68,40.24,Moderate
P0090,Smartphone 90,Mobile,Smartphone,37192,3.6,15371,0.075,108,23.0,3.35,15.5,81.82,23.0,40.21,Low Demand + High Problem
P0397,Fitness Band 397,Wearables,Fitness Band,24456,3.7,5664,0.087,117,33.05,3.21,5.71,88.64,33.05,40.2,Low Demand + High Problem
P0325,Tablet 325,Mobile,Tablet,30671,3.3,27069,0.029,86,24.59,3.42,27.3,65.15,24.59,40.0,Moderate
P0184,Smart Ring 184,Wearables,Smart Ring,9203,4.2,12745,0.08,114,18.95,3.43,12.85,86.36,18.95,39.8,Low Demand + High Problem
P0185,Smart Ring 185,Wearables,Smart Ring,37937,4.7,11146,0.016,112,25.0,3.47,11.24,84.85,25.0,39.75,Low Demand + High Problem
P0421,Air Purifier 421,Home Appliances,Air Purifier,35257,3.8,7455,0.104,116,27.78,3.31,7.52,87.88,27.78,39.7,Low Demand + High Problem
P0277,Smartphone 277,Mobile,Smartphone,38837,4.7,25005,0.061,93,18.45,3.55,25.21,70.45,18.45,39.7,Low Demand + High Problem
P0024,Fitness Band 24,Wearables,Fitness Band,7112,4.6,22298,0.067,100,15.22,3.67,22.48,75.76,15.22,39.68,Low Demand + High Problem
P0416,Smart Ring 416,Wearables,Smart Ring,39346,4.1,23726,0.107,90,25.26,3.4,23.92,68.18,25.26,39.68,Moderate
P0361,Air Purifier 361,Home Appliances,Air Purifier,11955,4.6,17039,0.016,102,24.24,3.27,17.18,77.27,24.24,39.63,Low Demand + High Problem
P0151,Smart Ring 151,Wearables,Smart Ring,2194,3.5,28574,0.058,88,16.25,3.48,28.81,66.67,16.25,39.55,Moderate
P0246,Fitness Watch 246,Watches,Fitness Watch,46734,4.6,23996,0.025,95,17.14,3.5,24.2,71.97,17.14,39.51,Low Demand + High Problem
P0251,Fitness Band 251,Wearables,Fitness Band,12754,3.7,27652,0.092,87,18.52,3.51,27.88,65.91,18.52,39.32,Moderate
P0385,Tablet 385,Mobile,Tablet,38316,4.9,19272,0.054,96,25.23,3.41,19.43,72.73,25.23,39.25,Low Demand + High Problem
P0387,Fitness Band 387,Wearables,Fitness Band,33084,4.5,17461,0.096,102,20.39,3.46,17.61,77.27,20.39,39.05,Low Demand + High Problem
P0167,Fitness Watch 167,Watches,Fitness Watch,30994,3.5,26644,0.134,90,15.12,3.49,26.87,68.18,15.12,38.98,Moderate
P0082,Fitness Watch 82,Watches,Fitness Watch,15733,4.7,19143,0.02,96,23.76,3.34,19.3,72.73,23.76,38.89,Low Demand + High Problem
P0475,Fitness Watch 475,Watches,Fitness Watch,34459,3.6,22714,0.104,88,25.84,3.39,22.9,66.67,25.84,38.81,Moderate
P0426,Headphones 426,Audio,Headphones,30413,4.4,25007,0.145,90,17.78,3.64,25.22,68.18,17.78,38.77,Moderate
P0018,Smart Ring 18,Wearables,Smart Ring,8930,3.3,3257,0.092,121,24.51,3.33,3.28,91.67,24.51,38.46,Low Demand + High Problem
P0324,Air Purifier 324,Home Appliances,Air Purifier,39790,3.9,17632,0.043,102,16.81,3.55,17.78,77.27,16.81,38.41,Low Demand + High Problem
P0381,Bluetooth Speaker 381,Audio,Bluetooth Speaker,37585,3.4,17269,0.114,96,25.26,3.29,17.41,72.73,25.26,38.34,Low Demand + High Problem
P0393,Analog Watch 393,Watches,Analog Watch,42964,4.1,6868,0.093,113,26.04,3.32,6.93,85.61,26.04,38.29,Low Demand + High Problem
P0144,Smart Fan 144,Home Appliances,Smart Fan,3464,4.6,10557,0.1,108,24.0,3.47,10.65,81.82,24.0,38.23,Low Demand + High Problem
P0300,Smart Watch 300,Watches,Smart Watch,26104,4.6,14026,0.054,97,30.11,3.2,14.14,73.48,30.11,38.11,Low Demand + High Problem
P0403,Smart Watch 403,Watches,Smart Watch,46624,4.9,21392,0.025,93,18.28,3.59,21.57,70.45,18.28,38.02,Low Demand + High Problem
P0257,Analog Watch 257,Watches,Analog Watch,30146,3.7,17867,0.022,101,15.65,3.68,18.02,76.52,15.65,38.02,Low Demand + High Problem
P0313,Smart Watch 313,Watches,Smart Watch,22955,3.7,8871,0.047,111,21.65,3.34,8.95,84.09,21.65,37.79,Low Demand + High Problem
P0086,Analog Watch 86,Watches,Analog Watch,23803,3.7,14210,0.13,101,21.37,3.44,14.33,76.52,21.37,37.5,Low Demand + High Problem
P0037,Analog Watch 37,Watches,Analog Watch,24897,4.6,5729,0.136,110,27.66,3.31,5.78,83.33,27.66,37.3,Low Demand + High Problem
P0126,Tablet 126,Mobile,Tablet,11003,4.0,12457,0.126,103,21.57,3.44,12.56,78.03,21.57,37.28,Low Demand + High Problem
P0423,Air Purifier 423,Home Appliances,Air Purifier,41377,4.5,29900,0.114,75,18.75,3.6,30.15,56.82,18.75,37.2,Moderate
P0282,Smartphone 282,Mobile,Smartphone,13261,4.0,7526,0.131,108,25.45,3.28,7.59,81.82,25.45,37.14,Low Demand + High Problem
P0084,Fitness Band 84,Wearables,Fitness Band,29313,4.2,3890,0.023,119,18.95,3.63,3.92,90.15,18.95,37.11,Low Demand + High Problem
P0210,Tablet 210,Mobile,Tablet,19704,4.7,12225,0.101,100,24.73,3.43,12.33,75.76,24.73,37.01,Low Demand + High Problem
P0240,Tablet 240,Mobile,Tablet,3996,3.6,19626,0.012,89,22.0,3.33,19.79,67.42,22.0,36.9,Moderate
P0112,Smart Light 112,Home Appliances,Smart Light,20804,3.4,6443,0.142,108,26.36,3.35,6.5,81.82,26.36,36.83,Low Demand + High Problem
P0396,Fitness Watch 396,Watches,Fitness Watch,48105,3.7,14428,0.08,100,18.27,3.57,14.55,75.76,18.27,36.72,Low Demand + High Problem
P0187,Bluetooth Speaker 187,Audio,Bluetooth Speaker,27613,3.3,8352,0.032,103,27.47,3.18,8.42,78.03,27.47,36.59,Low Demand + High Problem
P0434,Analog Watch 434,Watches,Analog Watch,43698,4.1,13077,0.033,104,14.61,3.66,13.19,78.79,14.61,36.43,Low Demand + High Problem
P0322,Smart Watch 322,Watches,Smart Watch,35721,3.9,8350,0.146,106,20.75,3.42,8.42,80.3,20.75,36.05,Low Demand + High Problem
P0448,Smart Fan 448,Home Appliances,Smart Fan,24510,4.0,14764,0.035,98,16.67,3.49,14.89,74.24,16.67,36.02,Low Demand + High Problem
P0137,Analog Watch 137,Watches,Analog Watch,49630,3.2,10705,0.131,99,23.73,3.39,10.79,75.0,23.73,35.85,Low Demand + High Problem
P0443,Wireless Earbuds 443,Audio,Wireless Earbuds,41428,3.5,24270,0.104,80,17.31,3.45,24.47,60.61,17.31,35.69,Moderate
P0023,Air Purifier 23,Home Appliances,Air Purifier,19254,4.7,10380,0.072,106,13.86,3.58,10.47,80.3,13.86,35.59,Low Demand + High Problem
P0054,Wireless Earbuds 54,Audio,Wireless Earbuds,26102,4.4,8918,0.068,97,28.57,3.21,8.99,73.48,28.57,35.48,Low Demand + High Problem
P0299,Smart Ring 299,Wearables,Smart Ring,1608,3.8,16306,0.148,90,21.05,3.43,16.44,68.18,21.05,35.47,Moderate
P0249,Smart Light 249,Home Appliances,Smart Light,32195,3.2,22963,0.022,82,16.48,3.44,23.16,62.12,16.48,35.46,Moderate
P0002,Smart Watch 2,Watches,Smart Watch,7140,4.1,3978,0.089,110,21.82,3.51,4.01,83.33,21.82,35.34,Low Demand + High Problem
P0364,Bluetooth Speaker 364,Audio,Bluetooth Speaker,39530,4.8,13633,0.139,95,19.63,3.38,13.75,71.97,19.63,35.3,Low Demand + High Problem
P0436,Wireless Earbuds 436,Audio,Wireless Earbuds,31095,3.3,10100,0.018,103,16.88,3.68,10.18,78.03,16.88,35.27,Low Demand + High Problem
P0355,Analog Watch 355,Watches,Analog Watch,44386,4.0,13212,0.014,91,25.23,3.35,13.32,68.94,25.23,35.17,Moderate
P0074,Smart Watch 74,Watches,Smart Watch,20414,3.5,2354,0.109,111,23.3,3.35,2.37,84.09,23.3,35.16,Low Demand + High Problem
P0352,Smart Ring 352,Wearables,Smart Ring,47170,4.8,22126,0.095,81,17.92,3.45,22.31,61.36,17.92,35.1,Moderate
P0129,Air Purifier 129,Home Appliances,Air Purifier,8092,4.1,15558,0.117,91,19.15,3.45,15.69,68.94,19.15,35.02,Moderate
P0046,Bluetooth Speaker 46,Audio,Bluetooth Speaker,38296,4.1,553,0.053,110,27.59,3.34,0.56,83.33,27.59,34.94,Low Demand + High Problem
P0441,Smartphone 441,Mobile,Smartphone,37275,3.4,5975,0.011,100,27.85,3.11,6.03,75.76,27.85,34.8,Low Demand + High Problem
P0472,Smartphone 472,Mobile,Smartphone,11534,4.3,12439,0.125,90,25.96,3.29,12.54,68.18,25.96,34.7,Moderate
P0208,Fitness Watch 208,Watches,Fitness Watch,35802,3.6,13633,0.068,95,16.48,3.52,13.75,71.97,16.48,34.67,Low Demand + High Problem
P0096,Smart Watch 96,Watches,Smart Watch,33918,3.8,13654,0.132,91,20.87,3.56,13.77,68.94,20.87,34.5,Moderate
P0390,Smart Light 390,Home Appliances,Smart Light,39579,3.3,6492,0.052,109,12.94,3.67,6.55,82.58,12.94,34.44,Low Demand + High Problem
P0159,Analog Watch 159,Watches,Analog Watch,7493,4.3,19642,0.029,79,22.55,3.33,19.81,59.85,22.55,34.37,Moderate
P0031,Fitness Band 31,Wearables,Fitness Band,5801,4.1,17861,0.141,86,17.17,3.71,18.01,65.15,17.17,34.34,Moderate
P0027,Smart Ring 27,Wearables,Smart Ring,33954,4.1,7955,0.145,103,16.81,3.6,8.02,78.03,16.81,34.28,Low Demand + High Problem
P0100,Bluetooth Speaker 100,Audio,Bluetooth Speaker,20625,3.3,7855,0.051,96,25.0,3.36,7.92,72.73,25.0,34.02,Low Demand + High Problem
P0315,Bluetooth Speaker 315,Audio,Bluetooth Speaker,34346,4.7,2110,0.044,107,23.42,3.48,2.13,81.06,23.42,34.01,Low Demand + High Problem
P0290,Fitness Band 290,Wearables,Fitness Band,9885,4.5,8270,0.149,97,21.7,3.43,8.34,73.48,21.7,33.81,Low Demand + High Problem
P0378,Tablet 378,Mobile,Tablet,13344,4.5,7941,0.123,101,16.5,3.5,8.01,76.52,16.5,33.68,Low Demand + High Problem
P0182,Fitness Band 182,Wearables,Fitness Band,9456,4.7,7763,0.126,97,21.3,3.5,7.83,73.48,21.3,33.5,Low Demand + High Problem
P0482,Smartphone 482,Mobile,Smartphone,27144,4.6,10465,0.088,90,24.14,3.43,10.55,68.18,24.14,33.44,Moderate
P0445,Bluetooth Speaker 445,Audio,Bluetooth Speaker,43957,3.7,9649,0.136,91,23.91,3.41,9.73,68.94,23.91,33.29,Moderate
P0301,Bluetooth Speaker 301,Audio,Bluetooth Speaker,45376,4.1,1610,0.095,105,21.62,3.41,1.62,79.55,21.62,32.9,Low Demand + High Problem
P0178,Fitness Watch 178,Watches,Fitness Watch,36531,3.7,21144,0.11,74,17.39,3.58,21.32,56.06,17.39,32.69,Moderate
P0480,Headphones 480,Audio,Headphones,31071,4.7,4084,0.077,94,28.93,3.36,4.12,71.21,28.93,32.56,Low Demand + High Problem
P0410,Analog Watch 410,Watches,Analog Watch,28023,4.1,12413,0.121,89,16.5,3.69,12.52,67.42,16.5,32.53,Moderate
P0449,Bluetooth Speaker 449,Audio,Bluetooth Speaker,13873,4.7,10522,0.112,86,23.85,3.27,10.61,65.15,23.85,32.35,Moderate
P0498,Tablet 498,Mobile,Tablet,42371,3.9,9851,0.021,85,26.26,3.24,9.93,64.39,26.26,32.26,Moderate
P0307,Smartphone 307,Mobile,Smartphone,31868,4.5,2687,0.092,103,17.86,3.45,2.71,78.03,17.86,32.1,Low Demand + High Problem
P0244,Air Purifier 244,Home Appliances,Air Purifier,42333,4.4,1698,0.041,102,21.43,3.55,1.71,77.27,21.43,32.1,Low Demand + High Problem
P0068,Headphones 68,Audio,Headphones,38345,3.8,4261,0.079,100,18.09,3.57,4.3,75.76,18.09,32.07,Low Demand + High Problem
P0011,Smartphone 11,Mobile,Smartphone,10065,3.4,6675,0.131,87,29.82,3.35,6.73,65.91,29.82,32.06,Moderate
P0392,Wireless Earbuds 392,Audio,Wireless Earbuds,48655,3.6,3372,0.093,97,22.22,3.48,3.4,73.48,22.22,31.69,Low Demand + High Problem
P0206,Smartphone 206,Mobile,Smartphone,20035,4.8,10858,0.058,81,26.09,3.32,10.95,61.36,26.09,31.62,Moderate
P0366,Air Purifier 366,Home Appliances,Air Purifier,41517,4.4,5583,0.065,91,24.75,3.45,5.63,68.94,24.75,31.61,Moderate
P0438,Fitness Band 438,Wearables,Fitness Band,49886,4.4,10014,0.06,83,25.27,3.29,10.1,62.88,25.27,31.61,Moderate
P0432,Air Purifier 432,Home Appliances,Air Purifier,43091,4.3,5726,0.106,94,19.09,3.57,5.77,71.21,19.09,31.34,Low Demand + High Problem
P0295,Smart Ring 295,Wearables,Smart Ring,23527,4.5,6521,0.024,95,14.91,3.51,6.58,71.97,14.91,31.13,Low Demand + High Problem
P0243,Bluetooth Speaker 243,Audio,Bluetooth Speaker,43061,4.1,10242,0.142,87,16.47,3.56,10.33,65.91,16.47,31.01,Moderate
P0228,Fitness Watch 228,Watches,Fitness Watch,28475,4.8,2550,0.044,98,17.78,3.56,2.57,74.24,17.78,30.7,Low Demand + High Problem
P0081,Headphones 81,Audio,Headphones,47331,4.7,9829,0.106,85,18.37,3.59,9.91,64.39,18.37,30.67,Moderate
P0362,Bluetooth Speaker 362,Audio,Bluetooth Speaker,17900,4.4,9283,0.022,85,14.81,3.73,9.36,64.39,14.81,29.71,Moderate
P0298,Smartphone 298,Mobile,Smartphone,29130,4.4,642,0.04,100,14.12,3.65,0.65,75.76,14.12,29.63,Low Demand + High Problem
P0386,Smart Fan 386,Home Appliances,Smart Fan,42355,3.7,8103,0.011,74,18.95,3.66,8.17,56.06,18.95,27.09,Moderate
