product_id,complaint_category,complaint_count
P0404,delivery,7
P0049,delivery,7
P0215,delivery,7
P0333,software,7
P0260,price,7
P0259,software,7
P0387,delivery,7
P0386,comfort,7
P0055,delivery,7
P0095,software,7
P0030,comfort,7
P0424,comfort,7
P0295,comfort,7
P0372,software,7
P0151,price,7
P0258,comfort,7
P0471,comfort,7
P0170,performance,7
P0168,software,7
P0467,price,7
P0466,software,7
P0335,price,7
P0217,price,7
P0270,price,7
P0210,comfort,7
P0209,software,7
P0129,comfort,7
P0278,delivery,7
P0376,comfort,7
P0314,delivery,7
P0236,software,7
P0385,performance,7
P0101,software,7
P0212,delivery,7
P0077,comfort,7
P0116,comfort,7
P0124,delivery,7
P0245,comfort,7
P0445,comfort,7
P0358,comfort,7
P0357,price,7
P0355,software,7
P0028,comfort,7
P0444,software,7
P0442,comfort,7
P0031,comfort,7
P0461,price,7
P0461,comfort,7
P0460,software,7
P0130,comfort,7
P0129,price,7
P0094,price,7
P0344,delivery,7
P0343,software,7
P0152,delivery,7
P0068,delivery,7
P0354,comfort,7
P0353,performance,7
P0353,comfort,7
P0114,software,7
P0266,price,7
P0156,price,7
P0155,software,7
P0174,price,7
P0346,delivery,7
P0075,delivery,7
P0223,price,7
P0312,software,7
P0457,software,7
P0241,price,7
P0449,comfort,7
P0059,price,7
P0299,comfort,7
P0023,price,7
P0263,software,7
P0263,delivery,7
P0379,comfort,7
P0057,software,7
P0057,comfort,7
P0411,price,7
P0044,comfort,7
P0043,comfort,7
P0096,software,7
P0107,comfort,7
P0414,price,7
P0413,price,7
P0199,delivery,7
P0227,comfort,7
P0451,price,7
P0450,delivery,7
P0449,price,7
P0202,software,7
P0418,comfort,7
P0416,software,7
P0265,comfort,7
P0264,software,7
P0211,delivery,7
P0211,comfort,7
P0178,delivery,7
P0177,comfort,7
P0176,delivery,7
P0071,price,7
P0133,price,7
P0287,software,7
P0392,delivery,7
P0391,delivery,7
P0121,comfort,7
P0221,software,7
P0221,price,7
P0221,delivery,7
P0323,software,7
P0493,software,7
P0159,price,7
P0496,delivery,7
P0490,price,7
P0322,comfort,7
P0250,price,7
P0087,comfort,6
P0001,delivery,6
P0248,software,6
P0113,comfort,6
P0430,price,6
P0348,comfort,6
P0368,price,6
P0368,delivery,6
P0300,software,6
P0500,software,6
P0427,software,6
P0248,delivery,6
P0376,price,6
P0243,delivery,6
P0281,software,6
P0410,comfort,6
P0307,delivery,6
P0413,delivery,6
P0070,software,6
P0072,delivery,6
P0026,delivery,6
P0232,comfort,6
P0311,comfort,6
P0443,delivery,6
P0458,price,6
P0344,software,6
P0021,comfort,6
P0069,comfort,6
P0454,performance,6
P0278,software,6
P0107,delivery,6
P0267,price,6
P0375,software,6
P0268,comfort,6
P0457,comfort,6
P0311,software,6
P0415,comfort,6
P0147,comfort,6
P0484,price,6
P0456,software,6
P0379,price,6
P0418,price,6
P0374,delivery,6
P0213,comfort,6
P0354,software,6
P0480,price,6
P0481,comfort,6
P0165,delivery,6
P0164,software,6
P0166,delivery,6
P0088,software,6
P0395,software,6
P0195,delivery,6
P0355,delivery,6
P0156,comfort,6
P0189,comfort,6
P0186,software,6
P0460,price,6
P0351,price,6
P0269,delivery,6
P0259,comfort,6
P0285,comfort,6
P0106,comfort,6
P0105,software,6
P0055,price,6
P0081,delivery,6
P0383,price,6
P0427,comfort,6
P0424,delivery,6
P0129,delivery,6
P0237,price,6
P0313,price,6
P0209,price,6
P0127,software,6
P0479,delivery,6
P0382,price,6
P0463,delivery,6
P0173,price,6
P0171,price,6
P0225,delivery,6
P0405,software,6
P0406,comfort,6
P0406,delivery,6
P0131,delivery,6
P0149,delivery,6
P0007,comfort,6
P0492,price,6
P0007,delivery,6
P0219,price,6
P0498,price,6
P0288,price,6
P0323,delivery,6
P0050,comfort,6
P0284,comfort,6
P0151,delivery,6
P0137,performance,6
P0002,delivery,6
P0167,software,6
P0102,software,6
P0290,delivery,6
P0079,software,6
P0433,comfort,6
P0431,performance,6
P0366,delivery,6
P0065,comfort,6
P0364,software,6
P0431,delivery,6
P0222,comfort,6
P0328,software,6
P0082,delivery,6
P0191,software,6
P0169,delivery,6
P0017,comfort,6
P0171,delivery,6
P0423,price,6
P0029,comfort,6
P0291,delivery,6
P0097,price,6
P0104,software,6
P0216,performance,6
P0216,delivery,6
P0317,price,6
P0489,delivery,6
P0486,price,6
P0124,software,6
P0231,delivery,6
P0196,delivery,6
P0486,comfort,6
P0197,software,6
P0102,price,6
P0437,delivery,6
P0273,comfort,6
P0436,price,6
P0047,software,6
P0433,software,6
P0434,comfort,6
P0070,delivery,5
P0040,software,5
P0201,comfort,5
P0416,comfort,5
P0210,price,5
P0203,price,5
P0111,price,5
P0175,delivery,5
P0133,delivery,5
P0200,price,5
P0448,price,5
P0189,delivery,5
P0398,comfort,5
P0381,comfort,5
P0231,price,5
P0357,delivery,5
P0358,price,5
P0445,software,5
P0174,software,5
P0377,price,5
P0377,software,5
P0326,delivery,5
P0108,software,5
P0454,delivery,5
P0415,software,5
P0153,comfort,5
P0294,software,5
P0052,comfort,5
P0295,software,5
P0462,delivery,5
P0172,delivery,5
P0185,price,5
P0078,comfort,5
P0342,delivery,5
P0343,comfort,5
P0226,delivery,5
P0172,performance,5
P0208,price,5
P0277,delivery,5
P0359,software,5
P0258,software,5
P0338,software,5
P0224,delivery,5
P0276,delivery,5
P0425,software,5
P0095,delivery,5
P0217,comfort,5
P0217,delivery,5
P0216,comfort,5
P0423,comfort,5
P0467,delivery,5
P0268,price,5
P0257,delivery,5
P0405,delivery,5
P0206,price,5
P0206,comfort,5
P0205,delivery,5
P0404,software,5
P0193,price,5
P0399,comfort,5
P0206,software,5
P0477,price,5
P0255,delivery,5
P0120,comfort,5
P0118,software,5
P0183,software,5
P0329,comfort,5
P0240,price,5
P0080,price,5
P0195,software,5
P0005,software,5
P0081,comfort,5
P0254,software,5
P0325,comfort,5
P0493,price,5
P0496,price,5
P0003,software,5
P0249,price,4
P0006,delivery,4
P0394,comfort,4
P0197,delivery,4
P0120,delivery,4
P0014,price,4
P0399,delivery,4
P0365,price,4
P0193,software,4
P0240,software,4
P0399,software,4
P0193,delivery,4
P0169,price,4
P0440,delivery,4
P0297,price,4
P0170,price,4
P0151,comfort,4
P0040,comfort,4
P0303,delivery,4
P0293,software,4
P0081,software,4
P0054,delivery,4
P0294,delivery,4
P0277,software,4
P0067,delivery,4
P0166,software,4
P0345,price,4
P0446,price,4
P0445,delivery,4
P0357,comfort,4
P0069,delivery,4
P0143,price,4
P0495,delivery,4
P0494,comfort,4
P0427,price,4
P0411,software,4
P0349,price,4
P0140,price,4
P0248,price,4
P0352,comfort,4
P0232,price,4
P0419,delivery,4
P0325,software,4
P0131,price,4
P0039,comfort,4
P0409,delivery,4
P0455,software,4
P0267,delivery,4
P0088,delivery,4
P0034,software,4
P0247,comfort,4
P0245,software,3
P0330,comfort,3
P0389,price,3
P0426,delivery,3
P0426,price,3
P0201,price,3
P0368,comfort,3
P0263,comfort,3
P0218,software,2
P0374,price,2
P0004,software,2
P0461,software,2
P0031,delivery,1
